STR Number,Hotel Name,Address 1,City,State,URL,Hotel Name Found,Hotel Website URL,Hotel Phone Number,Avg Rating,# Total Reviews,Hotel Local Ranking,Rating - Location,Rating - Cleanliness,Rating - Service,Rating - Value,GreenLeaders GreenPartner,Traveler's Choice,Property Amenities,Room Features,Room Types,Hotel Class,Hotel Style,Location Rating 1,Location Rating 1 Text,Location Rating 1 Detail,Location Rating 2,Location Rating 2 Text,Location Rating 2 Detail,Location Rating 3,Location Rating 3 Text,Location Rating 3 Detail,# 5 Star Ratings,# 4 Star Ratings,# 3 Star Ratings,# 2 Star Ratings,# 1 Star Ratings,# QAs,# Room Types,Popular Mentions
37263,Kings Inn Suites Cincinnati,9365 Waterstone Blvd,Cincinnati,OH,https://www.tripadvisor.com/Hotel_Review-g50618-d101411-Reviews-Kings_Inn_Suites_Mason-Mason_Ohio.html,Kings Inn & Suites Mason,,,3.5,204,#20 of 24 hotels in Mason,3.7,4.0,4.2,3.8,FALSE,FALSE,"Indoor pool
Pets Allowed ( Dog / Pet Friendly )
Wifi
Heated pool
Parking
Self-serve laundry
Pool
ATM on site
Free parking
Vending machine
Meeting rooms
24-hour front desk
Express check-in / check-out
Outdoor furniture
Business Center with Internet Access
Fitness Center with Gym / Workout Room
24-hour check-in
Non-smoking hotel
Free High Speed Internet (WiFi)","Flatscreen TV
Sofa
Sofa bed
Telephone
Refrigerator
Microwave
Clothes rack
Bath / shower
Coffee / tea maker
Wardrobe / closet
Wake-up service / alarm clock
Complimentary toiletries
Blackout curtains
Housekeeping
Iron
Hair dryer
Air conditioning
Private bathrooms","Suites
Family rooms
Non-smoking rooms",3.0,"Mid-range
Business",41,Car recommended,Grade: 41 out of 100,37,Restaurants,within 0.75 miles,4,Attractions,within 0.75 miles,58,55,40,23,28,1,32,"kings island
mini fridge
eggs and sausage
breakfast bar
pull out couch
the room was nice"
3623,Ozona Inn & Suites,3331 I-30,Ozona,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37440,La Quinta Inns & Suites Dallas - Las Colinas,4225 N MacArthur Blvd,Irving,TX,https://www.tripadvisor.com/Hotel_Review-g56032-d109275-Reviews-La_Quinta_Inn_Suites_by_Wyndham_Dallas_Las_Colinas-Irving_Texas.html,La Quinta Inn & Suites by Wyndham Dallas - Las Colinas,,,4.0,699,#12 of 89 hotels in Irving,4.5,4.5,4.4,4.4,FALSE,FALSE,"Newspaper
Airport transportation
Pets Allowed ( Dog / Pet Friendly )
Free airport transportation
Wifi
Self-serve laundry
Pool
Free shuttle or taxi services
Baggage storage
Conference facilities
Secured parking
Free parking
Vending machine
Bicycle rental
24-hour front desk
Shuttle bus service
Outdoor pool
Outdoor furniture
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Flatscreen TV
Microwave
Room service
Housekeeping
Air conditioning","Suites
Family rooms
Non-smoking rooms",2.0,"Family
Modern",52,Somewhat walkable,Grade: 52 out of 100,13,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,403,178,49,27,42,13,48,"las colinas
waffles
room was clean
great stay
first floor
shuttle service
free breakfast
dallas
airport
hallway"
37326,AmericInn Lodge & Suites Aberdeen,301 Centennial St S,Aberdeen,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37341,Baymont Inn & Suites Cleveland,360 NW Sgt Paul Huff Pky,Cleveland,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37448,Baymont Inn & Suites Highland,20 Central Blvd,Highland,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,Kingston Inn & Suites,325 W Midland Trl,Lexington,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,La Quinta Inns & Suites Lynnwood,4300 Alderwood Mall Blvd,Lynnwood,WA,https://www.tripadvisor.com/Hotel_Review-g58578-d72659-Reviews-La_Quinta_Inn_by_Wyndham_Lynnwood-Lynnwood_Washington.html,La Quinta Inn by Wyndham Lynnwood,,,4.0,760,#5 of 15 hotels in Lynnwood,4.3,4.2,4.1,4.1,FALSE,FALSE,"Free parking
Kids stay free
Vending machine
Wifi
Laundry service
Parking
Meeting rooms
Free breakfast
ATM on site
Pets Allowed ( Dog / Pet Friendly )
Self-serve laundry
24-hour front desk
Breakfast available
Non-smoking hotel
Free High Speed Internet (WiFi)
Baggage storage
Business Center with Internet Access","Refrigerator
Air conditioning
Housekeeping
Flatscreen TV","Suites
Bridal suite
Non-smoking rooms",3.0,"Family
Quiet",59,Somewhat walkable,Grade: 59 out of 100,62,Restaurants,within 0.75 miles,8,Attractions,within 0.75 miles,268,260,143,49,40,5,67,"room was clean
pool and hot tub
parking lot
pet
seattle"
37232,Country Inn & Suites The Woodlands,18456 Interstate 45 S,Shenandoah,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37808,La Quinta Inns & Suites Summersville,106 Merchants Walk,Summersville,WV,https://www.tripadvisor.com/Hotel_Review-g59565-d223581-Reviews-La_Quinta_Inn_Suites_New_River_Gorge_National_Park-Summersville_West_Virginia.html,La Quinta Inn & Suites/New River Gorge National Park,,,4.5,772,#2 of 7 hotels in Summersville,4.5,4.5,4.5,4.3,FALSE,TRUE,"Indoor pool
Shared lounge / TV area
Hot tub
Pets Allowed ( Dog / Pet Friendly )
Shallow end in pool
Wifi
Children's television networks
Heated pool
Parking
Self-serve laundry
Pool
Baggage storage
Snack bar
Free parking
Vending machine
Pool / beach towels
Highchairs available
Meeting rooms
24-hour front desk
Breakfast available
Convenience store
Express check-in / check-out
Photo copier / fax In business center
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Complimentary Instant Coffee
Kids stay free
24-hour check-in
Canoeing offsite
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Wake-up service / alarm clock
Coffee / tea maker
Wardrobe / closet
Housekeeping
Air conditioning
Seating area
Refrigerator
Sofa
Separate living room
Microwave
Bath / shower
Iron
Telephone
Flatscreen TV
Interconnected rooms available
Cable / satellite TV
Complimentary toiletries
Hair dryer
Safe
Private bathrooms
Radio","Suites
Family rooms
Non-smoking rooms",3.0,"Modern
Business",,,,,,,,,,472,185,46,34,35,15,68,"pool and hot tub
shopping plaza
bob evans
great place to stay
parking lot
within walking distance
room was clean
west virginia
sausage
free breakfast
great stop
pleasant surprise
up to date
myrtle beach
king bed
stayed one night
convenient location
would definitely stay here again
summersville lake
off the highway
staff was very friendly
yogurt"
37342,Quality Inn & Suites Conference Center Erie,8040 Perry Hwy,Erie,PA,https://www.tripadvisor.com/Restaurant_Review-g52607-d4679249-Reviews-Black_Jax_Sports_Bar_Grille-Erie_Pennsylvania.html,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,0,0,0,0,0,,,
37649,Quality Inn & Suites Airport Del Valle,2751 Highway 71 E,Del Valle,TX,https://www.tripadvisor.com/Hotel_Review-g30196-d108990-Reviews-Quality_Inn_Suites_Airport-Austin_Texas.html,Quality Inn & Suites Airport,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235133706&geo=108990&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380512&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb0F123PIcH8WEnYT38jxwghYs31vxK4UEBk6wMVHkagx&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=129e166fe375a07318254499e05876dbc_PvN,18775964666,3.0,205,#201 of 242 hotels in Austin,3.5,3.0,3.3,3.0,FALSE,FALSE,"Newspaper
Airport transportation
Pets Allowed ( Dog / Pet Friendly )
Dry cleaning
Free airport transportation
Wifi
Self-serve laundry
Pool
Free shuttle or taxi services
ATM on site
Secured parking
Tennis court
Free parking
Pool / beach towels
Banquet room
Meeting rooms
24-hour front desk
Breakfast available
Shuttle bus service
Express check-in / check-out
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Refrigerator
Flatscreen TV
Microwave
Coffee / tea maker
Housekeeping
Air conditioning","Suites
Non-smoking rooms",2.0,Family,,,,,,,,,,26,46,59,30,44,4,1,
3756,Kent Inn,1233 Central Ave N,Kent,WA,https://www.tripadvisor.com/Hotel_Review-g58537-d100448-Reviews-Howard_Johnson_Inn_Kent-Kent_Washington.html,Howard Johnson Inn Kent,,,2.0,292,#13 of 13 hotels in Kent,2.9,2.4,2.7,2.6,FALSE,FALSE,"Free parking
Fitness Center with Gym / Workout Room
Wifi
Parking
Meeting rooms
Free breakfast
Self-serve laundry
Pool
Hot tub
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool","Refrigerator
Room service
Air conditioning
Microwave","Non-smoking rooms
Smoking rooms available",,Budget,,,,,,,,,,15,32,55,55,135,0,20,
37985,Quality Inn & Suites Brooks,716 Brooks Hill Rd,Brooks,KY,https://www.tripadvisor.com/Hotel_Review-g39223-d92658-Reviews-Quality_Inn_Suites-Brooks_Kentucky.html,Quality Inn & Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235133476&geo=92658&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380512&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb0XPWVhDX_61dCcoHhaua0WmBk6_cjYr-gHUkU-Ra5h1&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=195ad9484b4b44212bb0513f5d2f3afe4_GOM,18445462766,3.0,107,#3 of 4 hotels in Brooks,3.7,3.5,3.7,3.6,FALSE,FALSE,"Indoor pool
Free parking
Fitness Center with Gym / Workout Room
Breakfast buffet
Wifi
Parking
Meeting rooms
Free breakfast
Hot tub
Pool
Self-serve laundry
Non-smoking hotel
Free High Speed Internet (WiFi)
Business Center with Internet Access","Flatscreen TV
Air conditioning
Housekeeping
Microwave","Family rooms
Non-smoking rooms
Smoking rooms available",2.0,,,,,,,,,,,14,31,30,17,15,0,15,furniture
3736,Express Airport Inn,5700 Williamsburg Rd,Sandston,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25923,Bloomington Normal Inn,202 Landmark Dr,Normal,IL,https://www.tripadvisor.com/Restaurant_Review-g36455-d12580273-Reviews-Portillo_s_Normal-Normal_Bloomington_Normal_Illinois.html,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,0,0,0,0,0,,,
37849,Ramada Alpharetta/Atlanta North,3020 Mansell Rd,Alpharetta,GA,https://www.tripadvisor.com/Hotel_Review-g35235-d123989-Reviews-Ramada_by_Wyndham_Alpharetta-Roswell_Georgia.html,Ramada by Wyndham Alpharetta,,,3.0,347,#8 of 13 hotels in Roswell,3.7,3.0,3.3,3.1,FALSE,FALSE,"Indoor pool
Taxi service
Wifi
Children's television networks
Heated pool
Parking
Self-serve laundry
Pool
Conference facilities
Snack bar
Free parking
Vending machine
Pool / beach towels
Clothes dryer
Meeting rooms
24-hour front desk
Breakfast available
First aid kit
Convenience store
Express check-in / check-out
Private pool
Business Center with Internet Access
Washing machine
Kids stay free
Pool with view
Gift shop
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Walk-in shower
Clothes rack
Wake-up service / alarm clock
Coffee / tea maker
Housekeeping
Air conditioning
Seating area
Sofa bed
Sofa
Refrigerator
Microwave
Bath / shower
Whirlpool bathtub
Iron
Telephone
Flatscreen TV
Cable / satellite TV
Complimentary toiletries
Hair dryer
Private bathrooms
Blackout curtains
Radio","Suites
Family rooms
Non-smoking rooms",2.0,Business,48,Car recommended,Grade: 48 out of 100,36,Restaurants,within 0.75 miles,5,Attractions,within 0.75 miles,90,55,52,52,98,2,23,
37312,Ramada Williams,374 Ruggueri Way,Williams,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37344,La Quinta Inns & Suites Las Vegas Nellis,4288 N Nellis Blvd,Las Vegas,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37503,Union Inn & Suites,101 Toshes Creek Cir,Union,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,Travelers Inn Motel,6045 Jefferson Ave,Newport News,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37465,Efficiency Lodge Dekalb,3675 Flat Shoals Rd,Decatur,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37227,Oceanview Lodge,1141 N Main St,Fort Bragg,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37447,Elko Hotel,3019 Idaho St,Elko,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37269,Hampton by Hilton Inn Denver-West/Golden,17150 W Colfax Ave,Golden,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37346,Rodeway Inn By The Beach Virginia Beach,1005 Pacific Ave,Virginia Beach,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37289,AmericInn Lodge & Suites Baudette,1179 Main St W,Baudette,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37196,316 Hotel,1011 N Topeka St,Wichita,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37192,Quality Inn & Suites Anderson I-69,1836 E 64th St,Anderson,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37456,Discover Inn,2434 Candler Rd,Decatur,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37283,AmericInn Lodge & Suites Osceola,111 Ariel Dr,Osceola,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37162,The Portland Paramount Hotel,808 SW Taylor St,Portland,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37210,Comfort Inn & Suites Salem,1775 Freeway Ct NE,Salem,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37290,Home Town Inn & Suites,331 Enterprise Dr E,Belle Plaine,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37633,Rodeway Inn & Suites Rome,2209 Shorter Ave,Rome,GA,https://www.tripadvisor.com/Hotel_Review-g35232-d88731-Reviews-Rodeway_Inn_Suites-Rome_Georgia.html,Rodeway Inn & Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235136651&geo=88731&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb1cScDjfvsr--52i_r6bM8K_TZ0Ejfk7YdA1SF1MMmYm&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1ff112b32b609f2867c99104bf619b45e_9CN,18449543856,3.0,2,#17 of 21 hotels in Rome,4.0,5.0,3.0,5.0,FALSE,FALSE,"Free parking
Wifi
Parking
Meeting rooms
Free breakfast
Hot tub
Pool
Non-smoking hotel
Free High Speed Internet (WiFi)
Business Center with Internet Access","Flatscreen TV
Room service
Air conditioning
Microwave","Family rooms
Non-smoking rooms",2.0,"Budget
Quiet",,,,,,,,,,1,0,0,0,1,5,0,
37665,Sleep Inn Elkhart,220 Caravan Dr,Elkhart,IN,https://www.tripadvisor.com/Hotel_Review-g37085-d91287-Reviews-Sleep_Inn-Elkhart_Indiana.html,Sleep Inn,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235133855&geo=91287&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb8G5XBB6r5PjKCBuv4iMns1R9luMm3XgJQ-4W6kcVe_w&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1a11b997c5fc5aaadadf2d7d7cc220bcd_hlC,18449711225,3.5,159,#17 of 30 hotels in Elkhart,4.4,4.1,4.1,4.0,FALSE,FALSE,"Indoor pool
Hot tub
Sauna
Dry cleaning
Wifi
Heated pool
Parking
Self-serve laundry
Pool
Free parking
Meeting rooms
Breakfast available
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Free breakfast
Spa
Non-smoking hotel
Free High Speed Internet (WiFi)","Telephone
Refrigerator
Flatscreen TV
Wake-up service / alarm clock
Housekeeping
Iron
Air conditioning","Suites
Family rooms
Non-smoking rooms",2.0,"Family
Quiet",57,Somewhat walkable,Grade: 57 out of 100,18,Restaurants,within 0.75 miles,1,Attraction,within 0.75 miles,40,60,36,11,12,4,27,"waffles
plenty of hot water
waffle maker
cross country trip
indiana
desk
microwave"
37749,Windwater Inn and Suites,1901 N Padre Island Dr,Corpus Christi,TX,https://www.tripadvisor.com/Hotel_Review-g60927-d107599-Reviews-Rodeway_Inn_Suites-Corpus_Christi_Texas.html,Rodeway Inn & Suites,,,2.0,30,#73 of 91 hotels in Corpus Christi,3.2,2.1,2.5,2.0,FALSE,FALSE,"Free parking
Wifi
Laundry service
Parking
Free breakfast
Self-serve laundry
Pool
24-hour front desk
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
BBQ facilities
Sun terrace
Business Center with Internet Access","Telephone
Refrigerator
Microwave
Clothes rack
Bath / shower
Coffee / tea maker
Wake-up service / alarm clock
Kitchenette
Complimentary toiletries
Iron
Hair dryer
Air conditioning","Suites
Family rooms
Non-smoking rooms
Smoking rooms available",2.0,,36,Car recommended,Grade: 36 out of 100,194,Restaurants,within 5 miles,49,Attractions,within 5 miles,2,4,5,2,17,0,3,
37658,Baymont Inn & Suites Gurnee,5430 Grand Ave,Gurnee,IL,https://www.tripadvisor.com/Hotel_Review-g36087-d90622-Reviews-Baymont_by_Wyndham_Gurnee-Gurnee_Lake_County_Illinois.html,Baymont by Wyndham Gurnee,,,3.5,734,#7 of 11 hotels in Gurnee,4.5,3.9,4.0,3.9,FALSE,FALSE,"Indoor pool
Newspaper
Pets Allowed ( Dog / Pet Friendly )
Wifi
Heated pool
Parking
Self-serve laundry
Pool
ATM on site
Baggage storage
Free parking
Vending machine
24-hour front desk
Express check-in / check-out
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Kids stay free
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Flatscreen TV
Sofa
Telephone
Refrigerator
Interconnected rooms available
Cable / satellite TV
Microwave
Wake-up service / alarm clock
Coffee / tea maker
Housekeeping
Iron
Air conditioning
Safe
Private bathrooms","Suites
Family rooms
Non-smoking rooms",2.5,"Mid-range
Family",59,Somewhat walkable,Grade: 59 out of 100,27,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,219,227,132,77,79,7,52,king suite
37432,Extended Stay America Houston - Westchase - Richmond,3200 W Sam Houston Pky S,Houston,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37159,Hampton by Hilton Inn Seattle North/Lynnwood,19324 Alderwood Mall Pky,Lynnwood,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37802,Extended Stay America Philadelphia - Malvern - Great Valley,300 N Morehall Rd,Malvern,PA,https://www.tripadvisor.com/Hotel_Review-g53091-d102219-Reviews-Philadelphia_Malvern_Great_Valley-Malvern_Pennsylvania.html,Philadelphia - Malvern - Great Valley,https://www.tripadvisor.com/Commerce?p=ExtendedStay_BA&src=203354197&geo=102219&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=41384&bucket=948176&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=2afBke2oyOgyG0EnpWzKOOgjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZdcAOvtyNkBJls-p0FAd_luigfJ18knGoVcOahlZ3Vvg&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=12f08f76b69c021f18df7130596b1022c_jzM,18774329997,3.0,154,#7 of 7 hotels in Malvern,3.8,3.3,3.6,3.4,FALSE,FALSE,"Free parking
Vending machine
Wifi
Laundry service
Parking
Self-serve laundry
Pets Allowed ( Dog / Pet Friendly )
Non-smoking hotel
Free High Speed Internet (WiFi)","Flatscreen TV
Microwave
Air conditioning
Kitchenette","Suites
Family rooms
Non-smoking rooms",2.0,,36,Car recommended,Grade: 36 out of 100,11,Restaurants,within 0.75 miles,1,Attraction,within 0.75 miles,59,14,20,19,42,0,31,"making my stay comfortable
early check
the general manager
esa
jeanne
bethany
louis
pots
housekeeper"
37762,Quality Inn & Suites Wytheville,2015 E Main St,Wytheville,VA,https://www.tripadvisor.com/Hotel_Review-g58337-d110381-Reviews-Quality_Inn_Suites-Wytheville_Virginia.html,Quality Inn & Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235137721&geo=110381&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb7JuMTuj9gURPy6PnyYMMFsXYVY5gTTs6XVu4Ea-PqSl&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=18c0bb79517b00caeb167a5a5e3a197db_2OO,18449681874,3.5,289,#14 of 22 hotels in Wytheville,4.3,3.7,3.9,3.7,FALSE,FALSE,"Indoor pool
Hot tub
Pets Allowed ( Dog / Pet Friendly )
Dry cleaning
Wifi
Heated pool
Parking
Self-serve laundry
Pool
Free parking
Vending machine
Breakfast available
Business Center with Internet Access
Breakfast buffet
Washing machine
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Telephone
Flatscreen TV
Refrigerator
Microwave
Wake-up service / alarm clock
Coffee / tea maker
Housekeeping
Iron
Hair dryer
Air conditioning
Safe","Family rooms
Non-smoking rooms
Smoking rooms available",2.0,Family,52,Somewhat walkable,Grade: 52 out of 100,58,Restaurants,within 5 miles,22,Attractions,within 5 miles,93,73,64,26,33,4,56,"hot tub
room was clean
waffles
would stay here again
gas station
staff was friendly
pleasant stay
back home
fresh fruit
continental breakfast
off the highway
shoneys
florida"
37603,Quality Inn & Suites Salisbury,825 Klumac Rd,Salisbury,NC,https://www.tripadvisor.com/Hotel_Review-g49507-d75359-Reviews-Quality_Inn-Salisbury_North_Carolina.html,Quality Inn,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235134084&geo=75359&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb8sou3PZSn9dq689g-u3MMUIkMxkqT-LnYaODXlqGOe-&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1d514c806812825604cc926090da98d87_Xya,18447560349,3.5,58,#7 of 13 hotels in Salisbury,4.1,4.0,4.1,4.0,FALSE,FALSE,"Free parking
Newspaper
Kids stay free
Vending machine
Wifi
Golf course
Dry cleaning
Parking
Meeting rooms
Free breakfast
Self-serve laundry
Pool
24-hour front desk
Breakfast available
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
Business Center with Internet Access","Refrigerator
Microwave
Housekeeping
Air conditioning
Safe","Suites
Non-smoking rooms",2.0,,,,,,,,,,,18,19,9,7,5,2,9,
38074,Sleep Inn Lexington,1920 Plaudit Pl,Lexington,KY,https://www.tripadvisor.com/Hotel_Review-g39588-d92851-Reviews-Sleep_Inn-Lexington_Kentucky.html,Sleep Inn,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235134428&geo=92851&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb20rMgPagJpwDX6bGT_pin1y_KU0dflHtjOBaakWP2iN&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=10d19ce20ada0674fbdaeb94df7d22cd8_DTG,18447532801,4.0,227,#44 of 85 hotels in Lexington,4.6,4.3,4.1,4.0,FALSE,FALSE,"Free parking
Fitness Center with Gym / Workout Room
Breakfast buffet
Kids stay free
Vending machine
Wifi
Parking
Meeting rooms
Free breakfast
Self-serve laundry
Pool
Pets Allowed ( Dog / Pet Friendly )
24-hour front desk
Breakfast available
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
Business Center with Internet Access","Desk
Flatscreen TV
Refrigerator
Microwave
Wake-up service / alarm clock
Coffee / tea maker
Housekeeping
Iron
Air conditioning
Safe","Non-smoking rooms
Smoking rooms available",2.0,"Quiet
Family",63,Somewhat walkable,Grade: 63 out of 100,50,Restaurants,within 0.75 miles,4,Attractions,within 0.75 miles,72,77,43,23,12,2,42,
