item,URL,Name,# Star,Date,Title,Description,# Helpful
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,Jazmine gambrell,5.0,"May 3, 2023",Pup loves its,Mine dog stopped eating the regular flavored one and went day’s rejected his food so I switched to this bag and he was done with his entire bowl in less than 5 minutes!,
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,Carolyn,5.0,"April 19, 2023",German shepherd,My dogs loved it. They really lapped it right up,
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,Shannon Fairfax IA,5.0,"September 13, 2022",Victor Ocean Blend,"Let me first start out with, this dry dog food has been wonderful in my dog friendly home of 4 dogs! Before discovering this brand/ blend our black lab mix has lots of skin allergies. So bad that she was keeping us up all night from her scratching so much! She had big bald spots. Took her to vet, he gave her steroids for 2 weeks and I ditched ALL her stuff that contained chicken and beef! Immediately put her on Victor Ocean Blend and this was all she needed! Never had any problems whatsoever with allergies.",10
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,Lyn,5.0,"January 6, 2023",Great canine Nutrition!,It must be goo! Our spoiled standard poodle eats and like this dry dog food dispute the fact that he getting lots of unprocessed meat in addition to this dry dog food.,One
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,William C. Westerman,5.0,"April 14, 2017","Chopper loves it, and so do I!","I started my English Lab on this about a year ago. He's 12 yrs old and has a history of allergies that almost always lead to painful ear infections. He's always been a VERY finicky eater to and I would have to change his food almost monthly. After getting exasperated with all the vet bills and the poor guy's continued suffering, I decide to try this stuff because it just has fish meat in it. It's been amazing...he loves it and the vet has been absolutely amazed at how healthy he is, including a beautiful soft coat without all the itchy raw spots he's had most of his life. I will admit I have added some supplements to the food out of the bag. To a cup of kibble I add a squirt of salmon oil, a few drops of Vitamin E oil, a TBSP of glucosamine powder, a teaspoon of coconut oil, a quarter can of tuna fish, and a tablespoon of unflavored Greek yogurt. I know that sounds like a lot, but its all in one place on the counter and I can fix it in less than 2 minutes. And I've saved so much in vet bills, and most important of all, he doesn't tire of the food and looks better than he has in this entire life. Hell of a lot of energy for a 12 year old, too! After buying the first couple of bags here, I found it at a much more reasonable price AND free shipping from an online competitor. A Google search will quickly identify the source.",2
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,Studjo,3.0,"March 19, 2023",Has chicken,My dog is allergic to chicken. This dog food didn't help with that,One
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,KDebruler,5.0,"October 16, 2022",My furbabies love it,I have a small dog and a large breed. Both eat this just fine and love. My Doberman use to suffer from skin issues due to the food she was eating and since switching to this she has had no issues. My little old dog is missing some teeth and can still eat this food just fine as well.,2
"Victor Super Premium Dog Food â€“ Chicken Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Chicken-Brown-Formula-Food/dp/B01IAW195O/ref=sr_1_13?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-13,Kevin Adams,5.0,"July 1, 2023",Nutritious and apparently tastes great.,"Had a good rating with Dog Food Advisor and my last dog and current dog love the flavor. I feed canned food and Freshpet loaves, suplementing with the dry food. The combination seems to keep Dagger happy, healthy, and full of energy!",
"Victor Super Premium Dog Food â€“ Chicken Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Chicken-Brown-Formula-Food/dp/B01IAW195O/ref=sr_1_13?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-13,Amazon Customer,5.0,"May 22, 2023",My dogs love this dog food,"My dogs can’t get enough of this dog food, they never get tired of it and seems to keep them with energy",
"Victor Super Premium Dog Food â€“ Chicken Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Chicken-Brown-Formula-Food/dp/B01IAW195O/ref=sr_1_13?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-13,Kim T,5.0,"March 18, 2023",My dogs love it!,"I've been feeding my dog Victor Chicken and Brown Rice for a year and a half and he loves it! It's the first dry dogfood I've ever feed that my dog hasn't grown tired of after a few weeks. The kibbles smell delicious, just like fresh roasted chicken. Jack has healthy coat and perfect poo! This food is made in Texas and is a great price!",
"Victor Super Premium Dog Food â€“ Chicken Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Chicken-Brown-Formula-Food/dp/B01IAW195O/ref=sr_1_13?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-13,Ellie,5.0,"February 27, 2023",Saved my dog,"My dog is 14 and suffering from congestive heart failure and experiencing some stress to her kidneys. She had virtually stopped eating, I tried so many foods and she just would not eat, but she loves this food and is eating so well again, as well as gained the weight back. Definitely going to be coming back to this food for a long time. Victor is a fantastic and affordable brand.",
"Victor Super Premium Dog Food â€“ Chicken Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Chicken-Brown-Formula-Food/dp/B01IAW195O/ref=sr_1_13?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-13,Erica,5.0,"March 21, 2023",Great Dog Food,My 10 month old Cane Corsos love this food,
"Victor Super Premium Dog Food â€“ Chicken Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Chicken-Brown-Formula-Food/dp/B01IAW195O/ref=sr_1_13?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-13,James Walzel,5.0,"March 18, 2021",Victor is The Best!,"Great wholesome ingredients that keep my dogs happy &amp; healthy with shining coats. I like to switch between the Victor line depending on the season. I go with the lower fat type in the winter when they are less active. During spring &amp; summer, the higher energy blends with more protein are wonderful for great exercise and muscle toning. Victor always lists the percentages of protein, fat, and carbs on each package. Victor is Texas based and has been my go-to dog food for 6 years. My dogs love the taste and gobble up each bowl no matter which type of food I choose. Treat your dogs; they will live longer &amp; love you for it!",2
"Victor Super Premium Dog Food â€“ Chicken Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Chicken-Brown-Formula-Food/dp/B01IAW195O/ref=sr_1_13?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-13,Amazon Customer,5.0,"December 16, 2021",USA 🇺🇸 USA 🇺🇸,"1) my dog loves this food 2) the ingredients are sourced in the US &amp; the produced in TX 3) they know what they're doing. Not only do they have animal nutritionists on staff but they have their own lab on-site &amp; have a 3rd party lab verify the results 4) I want a high quality, high protein food but at a decent price &amp; this is the big winner",
"Victor Super Premium Dog Food â€“ Chicken Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Chicken-Brown-Formula-Food/dp/B01IAW195O/ref=sr_1_13?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-13,Arline,4.0,"August 31, 2021",Victor Select,My dogs liked it for a while but I have to almost force them to eat now.,
"Victor Super Premium Dog Food â€“ Chicken Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Chicken-Brown-Formula-Food/dp/B01IAW195O/ref=sr_1_13?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-13,Lisa Delaney,5.0,"May 30, 2022",Dog likes,Keeps dog potty firm.,2
"Victor Super Premium Dog Food â€“ Chicken Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Chicken-Brown-Formula-Food/dp/B01IAW195O/ref=sr_1_13?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-13,eerochka,5.0,"February 2, 2020",Love this dog food - loyal customers for 3 years,"We’ve been feeding our Malinois/Lab mix Victor’s Dry food for about three years. We switch between the beef, chicken, and lamb varieties and in general, our dog has never grown tired of this dog food. We have noticed that since switching to Victor, she has consistently had a very soft, shiny, and healthy coat, and no issues with diarrhea or constipation. (Basically perfect poops) ☺️",One
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Charles41,5.0,"July 14, 2019",Helped with digestion and diarrhea.,"Dog loves it. Helped harden her stools which is why I purchased it. She was having problems with her anal glands. But she loves it so much, it makes me happy that I switched. She is excited to eat every time now. Had it about 3 weeks now.",
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Angela,5.0,"March 8, 2018",Least expensive 5 Star Grain Free Food,Amazing 5 star food! Makes the list of 5 star foods on dogfoodadvisor.com That's enough for me. You can feed it to your puppy to your senior dog. Look at all that meat! Read the label folks. I have been feeding this for over half of my SEVENTEEN year olds life. He has never once been sick and gets around fine other than a little bit of arthritis.,19
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,SV,5.0,"August 2, 2021",My 3 gods love it this food,It’s the best food and perfect quality !!,
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,mermaid starboard,5.0,"November 2, 2019",The Mercedes of Dry Dog Food,"Top sporting dog breeders prefer Victor's, high protein, good absorption, for puppies and active dogs. My Pointer and Springer love this food. Don't get sucked into repeated advertising by big dog food companies, read ur ingredients. Its worth it to spend a little more.",
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Zgrrman,5.0,"November 8, 2019",Great dog food!,I have a 2 year old husky and 7 month old labradoodle. Food can be expensive especially when you have to purchase two different kinds. We love Victor dog food because both of them can have it and they love it! Great value!,
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Egermain,5.0,"July 11, 2020",Great for Bullies!,A little on the expensive side but this small company makes a quality product. My bully loves it! Great alternative to the bully specific goods on the market.,
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Judith A. Flanagan,5.0,"August 23, 2015",Victor Dog Food Grain-Free is a Grand Dog Food For Healthy Dogs.,"Victor Dog Food has made the Siberian Husky's G.I. tract be normal. I often boil a chicken (bland) and put some of the juice on it for more flavor and all 3 huskies love it. I tried a different bag of this food, but the dog that needs this bag had an upset stomach when I used it. He must have grain free. This one worked for G.I. problems, so we will be sticking with this one from here on out.",3
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Amy London,5.0,"May 1, 2020",Awesome value and pup loves it,"My growing schnoodle puppy loves this food, well she loves all food. This is a great deal for the nutrition. I’ve been spending a fortune in Blue buffalo and Nulo until I found this.",
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,D Ackers,5.0,"September 5, 2018",Great dog food!,We have had labradors for 25 years and have used quality feeding products. We were recommend this product for our new puppy. She not only loves it but eats it dry also. Our 2 other labs are constantly trying to eat her food! Very pleased with this American made product.,3
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,anonymousme,2.0,"December 28, 2020",Switched To Purina,I had never heard of this brand of dog food before I got my German Shepherd puppy but the breeder uses it and recommended it. I found the kibble to be small and very hard. My puppy seemed to like it but I had already bought a bag of Purina One before I got my puppy. This kibble is overpriced in my opinion. The Purina One kibble has chunks of chicken in it and is softer. My puppy seems to like the Purina One better.,
"Victor Super Premium Dog Food â€“ Realtree MAX-5 PRO Dry Dog Food â€“ 30% Protein, Gluten Free for Active Adult Dogs, 5lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B08FXX2PHS/ref=sr_1_11?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-11,Jordan Seligman,1.0,"February 7, 2021",Dog keeps throwing up,Our dog keeps throwing up on this food. I tried to gradually introduce the food and she throws up. I went back to 100% of the old food and she got better. She threw up again once I reintroduced the new food. We've never had an issue with Victor for before. Something about this line makes our dog sick.,4
"Victor Super Premium Dog Food â€“ Realtree MAX-5 PRO Dry Dog Food â€“ 30% Protein, Gluten Free for Active Adult Dogs, 5lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B08FXX2PHS/ref=sr_1_11?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-11,Kathy In New Mexico,2.0,"February 24, 2021",Dogs didn’t care for food,My dogs were not fans caused dark poop and dogs were very thirsty too much blood meal,2
"Victor Super Premium Dog Food â€“ Realtree MAX-5 PRO Dry Dog Food â€“ 30% Protein, Gluten Free for Active Adult Dogs, 5lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B08FXX2PHS/ref=sr_1_11?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-11,Will,1.0,"January 13, 2021",Buyer beware,"I often purchase this dog food which is great, however on my most recent purchase the bag had a tear in it and the dog food was spilling all over inside the box.",2
"Victor Super Premium Dog Food â€“ Realtree MAX-5 PRO Dry Dog Food â€“ 30% Protein, Gluten Free for Active Adult Dogs, 5lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B08FXX2PHS/ref=sr_1_11?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-11,Kristin,5.0,"March 20, 2023",Long time user of this brand!,"I started using this brand bc it's a family owned company and they've never had a recall. There are literally only a handful of pet food companies that havent. I've been using this brand for about 7 years now and I've bought the cheaper varieties and the more expensive ones. My 11 year old Rhodesian ridgeback mix transitions well from one to the other and he's always liked the foods. He's got great poops! Nice &amp; solid, and not excessive, which is a sign of too much filler. I stick to foods that have glucosamine now bc he's older and a larger breed. He jumps in an SUV with no assistance. He's healthy as a horse. This is an excellent food.",
"Victor Super Premium Dog Food â€“ Realtree MAX-5 PRO Dry Dog Food â€“ 30% Protein, Gluten Free for Active Adult Dogs, 5lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B08FXX2PHS/ref=sr_1_11?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-11,Amazon Customer,5.0,"January 7, 2023",I think the best food for my GSD and its made in th USA,"At the recomendation of my breeder, he recomended Victor dry food. The breeder started the dog on Victor puppy food for large breed dogs. When I picked him up from the breeder,at 2 months of age, he weighed 14 lbs. I changed him over at 6 months to Victor Max Pro at a weight of 60 lbs (he had front paws like cathcher mitts). Since he is a food driven dog and he ate the puppy food (I thought) too fast, he has slowed down since being on Max Pro. each kibble is larger, and he has slowd down his eating time due to he has to crunch most of the kibble. I one month he has gained 10 lbs. Whith to 30 % proteen and all the other health items in the food, I think it is the best food for high energy, large dogs",
"Victor Super Premium Dog Food â€“ Realtree MAX-5 PRO Dry Dog Food â€“ 30% Protein, Gluten Free for Active Adult Dogs, 5lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B08FXX2PHS/ref=sr_1_11?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-11,monika elise McGrath,1.0,"January 29, 2023",Moldy dog food,"While the brand of dogfood is great, however this was stored is less than acceptable. Moldy clumps as soon as the bag was delivered. Cancelled my subscription and will not be purchasing again from this buyer. The way dog food and animal feed in general has decreased in nutritional value from cheaper ingredients and is continuously being sold in less than acceptable conditions, I will garden more and raise more chickens/rabbits so my dogs can be on a proper raw food diet.",
"Victor Super Premium Dog Food â€“ Realtree MAX-5 PRO Dry Dog Food â€“ 30% Protein, Gluten Free for Active Adult Dogs, 5lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B08FXX2PHS/ref=sr_1_11?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-11,Gabby,5.0,"December 28, 2020",Great for very active dogs,My dogs love this dog food!! I have two dogs one is a walker hound and the other is Catahoula hound so both are very active. With this brand being higher in protein it helps them be able to maintain their body weight since they’re so active. And lots of their things!!!,One
"Victor Super Premium Dog Food â€“ Realtree MAX-5 PRO Dry Dog Food â€“ 30% Protein, Gluten Free for Active Adult Dogs, 5lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B08FXX2PHS/ref=sr_1_11?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-11,MissB.,5.0,"December 12, 2022",Great product,My dogs will eat this food without any wet or roasted chicken on top. Spikes energy levels and with added glucoso=mean (misspelled) I actually save money because I'm not buying the supplement. Your dogs will be the final review!,One
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,Stephanie,3.0,"November 30, 2022",Not great for my dog,"Ever since my dog started eating this dog food, he has been itching a lot at his ear. The vet said he has an ear infection most likely due to some ingredients in the food he is eating. The price is affordable but I don’t think it’s worth the health problems that my dog is getting from it. We will be switching back to his old food.",2
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,Allison,5.0,"March 15, 2022",Shipping isn’t safe,"Food is great, I can buy locally but shipping to my home is convenience. Only issue I have is the cheap box Amazon uses for packaging the food. The box always arrives damaged and I constantly worry that the bag will be punctured and my dogs food exposed to the elements. Today it finally happened, the food arrived, box broken open and food bag cut open. This concerns me for it cannot be known when the cut happened or what the food had been exposed to and for how long. Disappointed in the shipping only, product itself is great and has very high protein content from what I understand of the ingredients.",6
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,Elle,5.0,"November 21, 2022",Saved dog with allergies,I was having issues with my new puppy— vomiting skin rashes ear infections. All have cleared up since switching to this fish food,3
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,Kimberly Trimble,5.0,"December 8, 2021",My dog loves this!,"I have a Portie who is a picky eater and can’t eat much chicken. They changed the formula on his PPP that he had eaten all of his life, and I tried three other foods before this. All three gave him bubble guts and ghost farts, and I couldn’t take seeing his little face wrinkle in shame as he strained across the yard, trailing poo. I had heard great things about Victor, switched him months ago and he is back to cleaning his bowl and dropping nice firm tootsie rolls across the acreage. A good buy!",One
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,King Hearst,5.0,"June 27, 2022",Not much bad to say,"Con : I dislike how much this costs , this bag goes pretty quick Pros: my pup loved it , no side effects that i know of . She loves the flavor especially .. it shipped when it said it would , and my bag was unopened .",
"Victor Super Premium Dog Food â€“ Select - Ocean Fish Formula â€“ Gluten Free Dry Dog Food for All Normally Active Dogs of All Life Stages, 5lbs",https://www.amazon.com/Victor-Ocean-Fish-Formula-Food/dp/B00HC4J9IQ/ref=sr_1_12?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-12,RH in SC,5.0,"June 24, 2022",My dog loves it.,"My miniature poodle has been ambivalent about the different foods we've given him, most of which are quality name brands. We were running low on dog food recently and borrowed some Victor Supreme from our daughter. Our dog loved it. Now it's on automatic delivery.",
