Product,Price,Name,Rating,Age,Gender,SkinConcerns,SkinType,Quality,Effectiveness,Tile,Review,# Helpfull,# Unhelpfull,Date
Intensité Les Yeux,225,E B.,5,55-64,Female,"Fine Lines & Wrinkles, Hydration",Combination,5,5, best eye cream , this cream saved me when i was in the desert this winter. perfect scent. perfect texture. DO NOT change this cream ever! ,1,0,2/17/2019
Intensité Volumizing Serum Ultime,600,Connie K.,5,55-64,Female,"Dark Circles and Puffiness, Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,5, Well worth the $$ , This is the 2nd bottle I have purchased! ,2,0,10/4/2018
Intensité Volumizing Serum Ultime,600,Wang W.,5,25-34,Female,"Fine Lines & Wrinkles, Hydration, Firming & Volume Loss",Dry,5,5, fantastic , the intensite volumizing serum is deluxe sample.i used this as eye serum to anti crow's feet. the serum is enough moist and comfort. you can use the deluxe sample so long time.that's so great ,0,0,5/31/2018
Intensité Crème Lustre Day,385,Raquel H.,5,45-54,Female,"Uneven Skin Tone, Firming & Volume Loss, Hydration, Fine Lines & Wrinkles, Radiance",Dry,5,5, Lifting is a must for me. ," I love this moisturizer! Not only does it minimize my pores, even out my tone, reduce my dark spots, but it also lifts my jawline and cheekbones. That is a deal breaker for me. The SPF added is a definite plus. It is a little thicker than I like, but it doesn't drag on my skin. I am very happy with how much younger I look after using it for a month with the Intensite serum. Less products with ReVive for better results. I'm hooked. ",1,0,6/28/2020
Intensité Crème Lustre Day,385,Jan C.,4,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,5, Excellent , I for many years have been a fan of the sensitive' cream. Since I'm up in years had wanted to try the Intensite' Creme even though quite expensive. I've only been using for a couple of weeks so am not sure can give a complete review. it is very luxurious and does have the spf 30. ,0,0,5/21/2019
Moisturizing Renewal Eye Cream,150,Beth L.,5,65+,Female,"Hydration, Fine Lines & Wrinkles",Normal,5,5, Best Eye Cream , This is the best eye cream of the many I have tried. Just a tiny amount makes a big difference ,1,0,5/28/2020
Moisturizing Renewal Cream,195,Christie M.,5,45-54,Female,"Radiance, Firming & Volume Loss, Fine Lines & Wrinkles, Hydration",Normal,5,5, I had stopped using Revive , I had stopped using Revive Products about a year and a half ago and started using them again and forgot how wonderful my skin feels after using them for one week. ,0,0,9/8/2021
Moisturizing Renewal Cream,195,Constance F.,5,45-54,Female,Hydration,Combination,5,5, Great cream for renewing the , Great cream for renewing the skin ,0,0,9/8/2021
Rescue Elixir,285,Georgia T.,5,55-64,Female,"Fine Lines & Wrinkles, Dark Circles and Puffiness, Hydration, Firming & Volume Loss",Dry,5,5, Rescue Elixir , I received a sample size of the rescue elixir and was amazed. The product is brilliant! I saw some benefit after the first use! Amazing. ,0,1,12/8/2018
Rescue Elixir,285,David A.,4,35-44,Male,"Fine Lines & Wrinkles, Dark Circles and Puffiness",Oily,5,4, Great stuff , Feels great! ,0,0,12/8/2018
Rescue Elixir,285,Deborah E.,5,55-64,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Dark Circles and Puffiness",Dry,5,5, Name says it all ," Was feeling a little dry. This was truly a ""rescue"". Good for occasional use. ",0,0,12/8/2018
Soleil Superiéur,115,Sg J.,4,25-34,Female,"Dark Circles and Puffiness, Fine Lines & Wrinkles, Hydration",Oily,4,4, great product , great product ,0,0,6/20/2018
Soleil Superiéur,115,Sugar,5,,,,,,, I use this every day of the year ," This is a FANTASTIC sunscreen! It goes on so smoothly, is not greasy and soaks into my skin within one minute. It does not pil up as some products do over your moisturizers. I give my Revive skin cream a minute or so to settle into my skin and then put the sunscreen on. I only have to wait a minute or do before putting my primer on and it is great. It is the ONLY sunscreen that will not burn my eyes under any circumstance, and believe me, I have tried MANY! I believe this has really helped keep my cheeks from having so much hyperpigmentation along with the perfectif cream. It is the best sunscreen I have ever used! I wish it wasn't so expensive, but I must admit it works, so it is worth it. ",1,0,6/20/2018
Soleil Superiéur,115,Mamag55,4,,,,,,, I use separately to extend my day moisturizer's shelf life , I love this product as it is light with no fragrance or irritation. I use it with some of my night creams for day as the expiration date is short for SPF products which are already in the day creams and lose their potency with time. (I believe I was told that the SPF loses potency in 6 months after opening while the day creams with SPF are supposed to last up to 2 years. It makes sense to me to keep them separate. ,0,1,6/20/2018
Soleil Superiéur,115,Cdr1,5,,,,,,, Very Impressed ," I was very impressed and pleasantly surprised with this product. I have extremely oily skin even though I'm over 50. I live in a very hot and humid climate and most facial sunscreens are too rich; especially those over an SPF15. Although it feels rich to the touch, it immediately absorbed into the skin and left a matte finish. I was thrilled! I received it as a sample with another purchase and plan to buy the full size product. Because its 1.7 ounces, its a great value. ",0,0,6/20/2018
Sensitif Renewal Cream,215,Dorothy A.,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Dark Circles and Puffiness",Dry,5,5, I've been using it for , I've been using it for over 10 years. It is a fine product! ,0,0,3/16/2021
Sensitif Renewal Cream,215,Jenny K.,5,45-54,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,5, Great! , Great! ,0,2,3/16/2021
Fermitif Neck Renewal Cream,165,Darcy R.,5,55-64,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, Daily Boost , Wonderful product. Absorbs well. Has a light rose scent. Smooths out wrinkles and improves skin texture on neck and décolletage areas. The spf protects skin everyday. ,0,0,1/27/2021
Fermitif Neck Renewal Cream,165,Lisa H.,5,45-54,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,4, I’ve been using this product for more than 10 years and I love it. , I’ve been using this product for years and love how soft it makes my neck feel in look. ,1,0,1/27/2021
Fermitif Neck Renewal Cream,165,Johnnie B.,5,65+,Female,"Hydration, Firming & Volume Loss",Normal,5,5, Terrific neck cream with sunscreen. ," Terrific neck cream with sunscreen. Absorbs quickly and works well on your hands for any excess. Used it for 15 years and I must say, diligence with this cream has given me an amazingly smooth neck and décolleté. ",3,0,1/27/2021
Foaming Cleanser,75,Betty W.,5,65+,Female,"Fine Lines & Wrinkles, Radiance, Uneven Skin Tone",Normal,5,5, Great products ! Great quality , Great products ! Great quality ,0,0,5/3/2021
Intensité Les Yeux,225,Charlotte G.,5,45-54,Female,"Uneven Skin Tone, Fine Lines & Wrinkles, Hydration, Firming & Volume Loss, Dark Circles and Puffiness",Combination,5,5, Incredible , Takes a little while to absorb but skin is smoother and plumper after only a few days. Would definitely buy again ,1,0,2/17/2019
Intensité Les Yeux,225,Blanche Z.,5,45-54,Female,"Firming & Volume Loss, Dark Circles and Puffiness, Fine Lines & Wrinkles, Hydration",Combination,5,5, Love this product , I have tried so many eye crimes but this has been the best one for me. It works so well on my early morning eye puffiness quickly and tightens my eye area. A little goes a long way too. ,2,0,7/11/2018
Balancing Toner,65,Michael K.,5,55-64,Male,Fine Lines & Wrinkles,Normal,5,5, Toner , Best toner I have ever used. ,0,1,1/19/2020
Balancing Toner,65,Ginger,5,25-34,Female,"Hydration, Fine Lines & Wrinkles, Blemish Control",Combination,4,3, Great toner offered at a reasonable price , This toner does have fragrance has one of its ingredients. But it's subtle and I really like it. This is my go-to toner during the summertime. ,1,0,1/19/2020
Intensité Volumizing Serum Ultime,600,Usf D.,4,25-34,Female,"Hydration, Uneven Skin Tone, Dark Circles and Puffiness",Combination,4,3, Good , Makes my skin soft ,0,0,5/31/2018
Intensité Volumizing Serum Ultime,600,Yukiko Y.,4,65+,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Dark Circles and Puffiness",Normal,4,3, good , I think it takes longer to see the result. It feels nice on the skin. But I have not found any improvement yet. ,0,0,5/31/2018
Intensité Volumizing Serum Ultime,600,R F.,5,,,,,,, Best on the market ," I had long been using other eye creams and somehow remembered this product. Best on the market. I love Revive's serums and this is no exception. I have sensitive eyes and do well with ""less than more"" around the eye area. This is wonderfully made and does not disappoint. The only draw back is the $$ but I'm sure this would last a good 6 months or more because of the consistency. Someone on the scientific side, knows what eyes need to stay fresh, hydrated and especially young. Well done! ",1,0,5/31/2018
Intensité Crème Lustre Day,385,Lori B.,5,35-44,Female,"Fine Lines & Wrinkles, Hydration",Combination,5,5, Intensitie Cream Lustre , Intensitie is my favorite product line. This daytime moisturizer works great with or without makeup without any acne side effects like other spf products from other companies that I have tried over the years. ,3,0,5/21/2019
Intensité Crème Lustre Day,385,Heather H.,5,35-44,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Hydration, Dark Circles and Puffiness, Uneven Skin Tone",Combination,5,5, Love this moisturerizer ," Recently switched from sensitif spf, which I love also, to get more moisture going into summer. Love it! ",0,1,5/21/2019
Intensité Crème Lustre Day,385,Liz C.,5,,,,,,, Cream Luster is the best , Cream Luster is the best ,0,0,5/21/2019
Intensité Crème Lustre Day,385,Gloria E.,5,,,,,,, I love it. , I love it. ,0,0,5/21/2019
Intensité Crème Lustre Day,385,Mu N.,3,45-54,Female,"Radiance, Fine Lines & Wrinkles, Hydration, Firming & Volume Loss","Dry, Normal",5,5, Love the cream hate the packaging. , The cream is wonderful but the white material they use to cover the jar is awful. It cracks and peels off on your hands and then transfers to your face. I have to pick off white bits on my face. It's gross!  ,2,0,1/15/2019
Moisturizing Renewal Cream,195,Joni A.,5,45-54,Female,"Hydration, Radiance, Dark Circles and Puffiness, Firming & Volume Loss, Uneven Skin Tone",Combination,5,5," Something about this magical formula, "," Something about this magical formula, makes my skin feel and look replenished and brighter the next day! I am appreciating condensing my night time routine down to a single step with this moisturizer. I only started a couple weeks ago, but I was an instant convert! I only wish this line were a tad less expensive. ",4,0,9/8/2021
Moisturizing Renewal Eye Cream,150,Nancy P.,5,45-54,Female,"Radiance, Dark Circles and Puffiness, Firming & Volume Loss, Fine Lines & Wrinkles",Combination,5,5," Moisturizer Renewal Cream,Moiturizing Renewal eye cream "," Since using Revive Moisterizing eye and face cream ,my skin feels and looks smoother plump,lines reduce dramatically, eye cream the best my puffiness and dark circles disappear I recommend Revive products to everyone,Revive products are the best and effective ",4,0,5/28/2020
Moisturizing Renewal Eye Cream,150,Vinita J.,5,,,,,,, Outstanding! ," Best Eye Treatment ever! Beautifully soothing, and very effective. ",0,1,5/28/2020
Moisturizing Renewal Eye Cream,150,Deborah M.,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Dark Circles and Puffiness, Radiance",Combination,5,5, I would recommend eye renewal , I would recommend eye renewal cream to anyone who is concerned about aging eye area. ,0,1,5/22/2019
Rescue Elixir,285,Deirdre S.,5,45-54,Female,Hydration,Dry,5,5, Great product , Great product ,0,0,9/15/2018
Sensitif Renewal Cream,215,Sharon W.,5,65+,Female,"Fine Lines & Wrinkles, Radiance, Uneven Skin Tone, Hydration",Combination,5,5, weavz , I have used this for years and am so grateful for the woman who showed it to me. Other moisturizers make me breakout even at my age but not this. I think this is why my skin looks so good and I have no sun spots because of the SPF 30. ,3,0,3/16/2021
Sensitif Renewal Cream,215,Joan D.,5,65+,Female,"Firming & Volume Loss, Uneven Skin Tone, Fine Lines & Wrinkles, Hydration, Radiance",Dry,4,5, Best daily moisturizer , I have used this product for decades. I can't say enough about how it moisturizes and protects facial skin. ,0,0,5/30/2020
Fermitif Neck Renewal Cream,165,Beth L.,5,65+,Female,"Fine Lines & Wrinkles, Hydration",Normal,5,5, Very effective , Very effective ,1,0,1/27/2021
Fermitif Neck Renewal Cream,165,Jenny K.,5,45-54,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, Love! , Love! ,0,0,9/12/2020
Foaming Cleanser,75,P L.,5,65+,Female,"Radiance, Hydration",Dry,5,5, Foaming cleanser , The foaming cleanser is the best daily product I’ve ever used. My skin always feels incredibly clean and fresh but never dry. My favorite!! ,3,0,5/3/2021
Foaming Cleanser,75,Bengt A.,5,65+,Male,Blemish Control,Dry,5,5, Rejuvenated skin and removed ’exercise’ pimples. , Skin rejuvenated. ’Exercise’ pimples gone. ,2,0,5/3/2021
Foaming Cleanser,75,Lia H.,5,45-54,Female,Hydration,Combination,5,5, Excellent product. , Excellent product. ,0,1,5/3/2021
Intensité Les Yeux,225,Yukiko Y.,3,,,,,,, good ," feels good on skin, but I think it is too short period to see its effectiveness. ",0,0,7/11/2018
Intensité Les Yeux,225,Angela W.,5,45-54,Female,"Firming & Volume Loss, Radiance, Fine Lines & Wrinkles, Hydration, Dark Circles and Puffiness",Dry,5,5, All in the EYES , I cannot live without my eye cream! Have been using it for years! ,1,0,7/11/2018
Intensité Les Yeux,225,Nichole G.,5,45-54,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Hydration",Normal,5,5, Great results ," Love this cream! I have used many eye creams and this, by far, is the best I have used. ",1,0,7/11/2018
Balancing Toner,65,Gladys K.,5,65+,Female,Hydration,Normal,5,5, I really liked old lip ," I really liked old lip moisturizer, but tried this. It is okay. ",0,1,1/19/2020
Intensité Volumizing Serum Ultime,600,Jh,5,,,,,,, Excellent product ," I have heard this product from a friend of mine a long time ago, but never try because it is expensive. I changed mine after seeing my friend skin. My skin glows and smooth like baby skin It is worthed for what you paid for. ",0,0,5/31/2018
Intensité Volumizing Serum Ultime,600,Mary,5,,,,,,, Intensive Volumizing Eye Serum , Love this product used a sample and fell in love. My skin looked smooth and soft to the touch ,0,0,2/19/2015
Intensité Crème Lustre Day,385,Patricia C.,5,55-64,Female,"Hydration, Fine Lines & Wrinkles, Dark Circles and Puffiness, Firming & Volume Loss",Combination,5,5, LUV THIS PRODUCT , Absolutely luv this cream; I have been using it for 5+ years and it has made a hugh difference in my skin. ,0,0,1/15/2019
Moisturizing Renewal Cream,195,Jeannie H.,5,65+,Female,Fine Lines & Wrinkles,Normal,5,5, Have used for 20 + ," Have used for 20 + years, reduces pores and fine lines. ",2,0,9/8/2021
Moisturizing Renewal Cream,195,Kay P.,5,55-64,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Hydration",Dry,5,5, Wonderful cream. Light and smooth , Wonderful cream. Light and smooth and my skin is still creamy in the morning. I love this night cream ,0,0,5/30/2021
Moisturizing Renewal Eye Cream,150,Helen C.,5,55-64,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Dark Circles and Puffiness, Hydration",Normal,5,4, Renewal eye cream , I love this eye cream. It is very moisturizing without feeling greasy. ,1,0,5/22/2019
Rescue Elixir,285,Laura W.,5,45-54,Female,"Hydration, Radiance, Fine Lines & Wrinkles",Combination,5,5, This is a miracle product! , I ordered this as a deluxe sample as part of a recent order and I want the full size! I'm taking some medication that has made my skin very dry. Using this product has made my skin feel smooth and has alleviated the drying effects of the medicine. It is another hit for Revive!! ,0,0,9/15/2018
Rescue Elixir,285,Jaime K.,5,25-34,Female,"Uneven Skin Tone, Blemish Control, Fine Lines & Wrinkles",Combination,5,5, Skin feels amazing! , This product is worth every pennyÃ¢â‚¬â€� my skins feels so much smoother and my normally reddish skin tone looks noticeably better and more even. Will definitely be keeping this product in my line up. ,0,0,9/15/2018
Rescue Elixir,285,Katherine G.,5,45-54,Female,"Hydration, Fine Lines & Wrinkles, Blemish Control",Dry,5,5, Wonderful serum , I tried this as a sample and then had to order full size. My skin literally glows the next morning. A must have! ,0,0,9/15/2018
Sensitif Renewal Cream,215,Janet b.,5,,,,,,, Would really Like it if , Would really Like it if I could have received the two free samples promised! ,3,1,5/30/2020
Sensitif Renewal Cream,215,Jasmina,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Hydration",Normal,5,4, I adore Revive Sensitif ," I’ve never had a cream I liked so much before this one. It is light, has a discrete and beautiful smell, and it helps that it has sunscreen without grittiness. I have been using it exclusively as a day cream for many years, and will for many more. ",2,0,5/30/2020
Sensitif Renewal Cream,215,Monisha,4,25-34,Female,"Blemish Control, Uneven Skin Tone",Combination,4,4, Great but not for combination/oily skin ," I have been using this cream for the past one week and I have mixed feelings. I love how this cream makes my face feel for the first two hours. There is a beautiful glow that I keep admiring. But after that, I look like an oily mess. In fact, my face is not very oily but this cream makes it so. I am giving this cream 4 stars because I believe it will be a fantastic cream for someone with dry and mature skin but not for some one like my skin. I am also a South Asian so I am not sure if I am the target audience. I wish this cream worked for me as the ingredients are great. I really hope RéVive comes up with a cream for combination/oily skin types. ",1,1,5/30/2020
Sensitif Renewal Cream,215,Angela,5,45-54,Female,"Firming & Volume Loss, Hydration",Combination,5,5, Doctor ," Silky smooth, lightweight, great under makeup ",0,0,5/30/2020
Sensitif Renewal Cream,215,Mary H.,5,65+,Female,Fine Lines & Wrinkles,Normal,5,5, I have used this product , I have used this product for years and have been very ,0,0,2/21/2020
Fermitif Neck Renewal Cream,165,Marsue L.,5,65+,Female,"Firming & Volume Loss, Radiance",Normal,5,5, Really makes a difference. , Really makes a difference. ,0,0,9/12/2020
Fermitif Neck Renewal Cream,165,Nancee H.,5,65+,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Dry,5,5, The most important beauty product you owe yourself , I have been using Fermitif for 23 years since Revive was launched. I am now 70 years old and I have no neck wrinkles. Fermitif has maintained the youthful skin that I had then at 47. Friends cannot believe their eyes. Prevention is easier... than repair when it is too late. ,2,0,9/12/2020
Foaming Cleanser,75,Anita P.,5,55-64,Female,"Fine Lines & Wrinkles, Radiance, Hydration",Dry,5,5, Clean and refreshing , A lovely cleanser with a refreshing scent. ,1,0,3/29/2021
Intensité Les Yeux,225,Happy E.,5,,,,,,, Greatest Eye Cream Ever! ," Thank you Dr Brown for creating a truly amazing product! I've tried many products over the years but nothing compares to this cream. It is light and comfortable on the eyes. But more importantly it really does remove the dark shadows from my eyes, as I've always suffered from dark shadows. And now that I am getting older the fine lines are appearing and yet they disappear when I use this product. And people have noticed the difference as well because I've had friends say; ""you look different what have you done?"", so it's just a fabulous product and I would never use anything else. I would recommend this product and all of the Revive range to everyone because no other products compare to Revive and you really do get the ""ReVive glow"". ",3,0,7/11/2018
Intensité Les Yeux,225,Darcys,5,,,,,,, This Product Really Works! ," I've been wanting to try this eye cream since I began using your products about 10 years ago but didn't want to commit to the full-size and I could never find it offered as a sample. I recently purchased the Intensite Travel Kit and I'm so glad that I did! I have developed fine lines around my eyes, the smile lines that don't go away even after you've stopped smiling. To make matters worse, the skin around my eyes always felt dry and irritated. Even as early as my first use of this product, I felt the difference in the skin around my eyes. Over the years, I've tried everything on the market and I don't exaggerate when I say everything yet I always find myself returning to ReVive. Your products work perfectly on my dry hyper-sensitive skin. They are costly, but when I consider all the products I've purchased over the years and either thrown or given away, the cost isn't really that high. Keep up the good work! ",3,1,11/13/2014
Intensité Volumizing Serum Ultime,600,Skin J.,1,,,,,,, Made Eyes Burn ," I had a sample of this and had not used for a while. When I tried it on, it immediately made my under eye area burn. I washed it off, and the next day it still stings a lot. ",0,1,2/19/2015
Intensité Volumizing Serum Ultime,600,Webbie73,5,,,,,,," Expensive, but you get the same results without surgery ", This is a miracle serum and I use it daily and my skin is firmer and has a healthy glow. It is a natural look that firms skin without the pulled look of cosmetic surgery. Intensite Volumizing Serum will always be a part of my daily skin care. ,1,0,2/19/2015
Balancing Toner,65,Stacey K.,5,45-54,Female,"Uneven Skin Tone, Radiance, Blemish Control, Firming & Volume Loss, Fine Lines & Wrinkles",Combination,5,5, Love it ! , I love this ! i have tried others but when I finally found this one - I have used it consistently. I love paring it with the gel face wash prior. After toner - I always use the eye serum ,0,0,1/19/2020
Balancing Toner,65,Yi-wei L.,5,25-34,Female,Hydration,Combination,5,5, Will Buy Again! , It is very moisturizerized but in the mean time it is light and easily to absorb. I am able to use it even in summer! Will buy it again :) ,1,0,6/13/2019
Intensité Crème Lustre Day,385,Celeste L.,4,35-44,Female,"Dark Circles and Puffiness, Fine Lines & Wrinkles, Uneven Skin Tone, Hydration",Combination,4,4, great , solve some of my problems ,0,1,1/15/2019
Intensité Crème Lustre Day,385,Willene B.,5,55-64,Female,"Firming & Volume Loss, Radiance, Fine Lines & Wrinkles",Normal,5,5, Excellent product , My skin texture is noticeably smoother since using intensite creme day luster. A little goes a long way. Thanks again ,0,0,1/15/2019
Intensité Crème Lustre Day,385,Tony L.,5,35-44,Male,"Hydration, Dark Circles and Puffiness, Blemish Control, Radiance, Uneven Skin Tone",Combination,5,5, Amazing ," This product is amazing, not greasy at all and won't cause me to break out. ",0,0,1/15/2019
Moisturizing Renewal Cream,195,Brook S.,5,45-54,Female,"Dark Circles and Puffiness, Hydration, Uneven Skin Tone, Fine Lines & Wrinkles, Radiance, Firming & Volume Loss",Dry,5,5, The BEST! , I'm 53 and people think I'm TEN years younger! It is also a magic cream for when you mess up and get a little too much sun on face/neck/chest! Best moisturizer on the market. ,3,0,5/30/2021
Moisturizing Renewal Cream,195,Harriet U.,5,65+,Female,"Hydration, Radiance, Fine Lines & Wrinkles",Normal,5,5, Magic in a jar! , Magic in a jar! Using this for 14 years and I attribute my youthful skin to this night cream. I’m so dedicated due to the fabulous results. ,2,0,5/30/2021
Moisturizing Renewal Eye Cream,150,Sally,5,25-34,Female,"Dark Circles and Puffiness, Blemish Control",Combination,5,5, An excellent eye cream , I love this eye cream and it's a mainstay in my skincare regimen! ,1,1,5/22/2019
Moisturizing Renewal Eye Cream,150,Shuyuan T.,5,,,,,,, Good product! , Good product! ,0,3,5/22/2019
Moisturizing Renewal Eye Cream,150,Revive C.,5,45-54,Female,"Dark Circles and Puffiness, Hydration, Fine Lines & Wrinkles",Normal,5,4, Moisturizing Renewal Eye Cream , I love this cream. It is very moisturizing and non greasy. Have been using this for years and it is the only eye cream product that I use. I have tried others and they don't match up. ,0,0,5/22/2019
Moisturizing Renewal Eye Cream,150,Vinita J.,5,55-64,Female,Fine Lines & Wrinkles,Normal,5,5, Best Eye Cream EVER , Love the Moisturizing Renewal Eye Cream. My skin absolutely adores this cream! ,0,1,12/15/2018
Rescue Elixir,285,Olga P.,5,35-44,Female,"Radiance, Hydration, Dark Circles and Puffiness, Uneven Skin Tone, Fine Lines & Wrinkles","Dry, Normal",5,5, Rescue Elixir it's a must have! , The rescue elixir is a must have! I use it esp after retinol it's amazing! ,0,0,9/15/2018
Rescue Elixir,285,Janet H.,5,65+,Female,"Firming & Volume Loss, Uneven Skin Tone, Dark Circles and Puffiness, Fine Lines & Wrinkles, Hydration",Dry,5,5, Rescue Elixir Sample , I am talking about a sample so it's not something I have used for a very long period of time. I have found that all of the ReVive products that I have tried have made an impact on my complexion. I am trying to get one full size a month so I can use the whole system once or twice a day to get the full benefit of each.  ,0,0,5/10/2018
Sensitif Renewal Cream,215,Cindy S.,5,65+,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Combination,5,5, Have been using this product ," Have been using this product for many years. It is my under makeup moisture each morning. Coupled with Moisturizing Renewal Cream at night and Fermitif Neck Cream, the regimen is magic! Thank you Dr. Brown! ",3,0,2/21/2020
Fermitif Neck Renewal Cream,165,Victoria S.,5,65+,Female,Firming & Volume Loss,Oily,5,5, Favorite ," I've used the neck renewal cream for years. Have tried others, but always come back to this. For 66 years of age, my neck looks pretty amazing... ",1,0,9/12/2020
Foaming Cleanser,75,Diana S.,3,55-64,Female,"Hydration, Uneven Skin Tone",Dry,3,2, The scent was too strong , The scent was too strong for me and I had to stop using this product. ,2,0,3/29/2021
Foaming Cleanser,75,Jennifer P.,5,45-54,Female,Hydration,Dry,5,5, Great all-around cleanser. Love the , Great all-around cleanser. Love the texture and how it makes my skin feel. ,1,0,3/29/2021
Intensité Les Yeux,225,Angela,5,,,,,,," Excellent , I love it "," After use this for two weeks, I can see good results to my eyes. Dark circles tend to fade away. I'll continue using it. Unbelieveable, I didn't think it will work for me. I've tried many products, this is the best. ",2,0,11/13/2014
Intensité Les Yeux,225,Tom60,5,,,,,,, Fine lines fix ," This product has, over-time, erased the fine lines and wrinkles from around my eyes. It is not an instant fix but the long term effect has been amazing. I have never found anything like it. ",1,0,11/13/2014
Intensité Les Yeux,225,Webbie73,5,,,,,,, This product produces instant results , I love this product because I can apply it around my eyes just before going out and I see instant results. Fine lines and puffy areas vanish and I am good to go. I even take it with me for instant touch-up. ,0,0,11/13/2014
Intensité Les Yeux,225,Iloverevive,4,,,,,,, Great Eye Moisturizer , This has been wonderful for the dryness underneath my eyes. ,0,0,11/13/2014
Intensité Volumizing Serum Ultime,600,Twila,5,,,,,,, Excellent ," This is an expensive product, but the results are incredible! It's like having skin like a baby! ",0,0,2/19/2015
Intensité Volumizing Serum Ultime,600,Angela,5,,,,,,, Better than Botox. And safe for you. ," I tried this at the Revive counter, and instantly, my lines around lower cheek and eyes almost disappeared. Better than Botox. I don't want to Botox(never). I'm so glad that I've found best product, will continue using. ",1,0,2/19/2015
Intensité Volumizing Serum Ultime,600,Tom60,5,,,,,,, Worth every penny! ," This is an expensive product and I was hesitant, at first, to try it for that reason. But, after I had seen the results of other products in the ReVive line I decided to give it a try. The results over time have been almost miraculous. My skin texture has improved and fine lines and wrinkles have disappeared. There is nothing sweeter than friends asking, ""have you had work done?"" and being able to answer ""no, I've just started taking better care of my skin."" ",0,0,10/23/2012
Balancing Toner,65,Lori B.,5,35-44,Female,"Fine Lines & Wrinkles, Hydration",Combination,5,5, Balancing toner ," Finally a toner that doesn’t irritate my skin. As with all RéVive products, the quality greatly surpasses any other brand. ",0,0,6/13/2019
Intensité Crème Lustre Day,385,Lena J.,5,55-64,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Radiance",Normal,5,5, Love this product , I have been using this product for 20 years can't live without it. ,1,0,4/19/2018
Moisturizing Renewal Cream,195,Sheila M.,5,65+,Female,"Fine Lines & Wrinkles, Radiance, Uneven Skin Tone, Hydration, Firming & Volume Loss",Dry,5,5, Best product on the market , Best product on the market ,0,0,5/30/2021
Moisturizing Renewal Eye Cream,150,Heath G.,5,35-44,Male,,,5,5, Love it , My favorite eye cream. Works great. ,1,0,12/15/2018
Moisturizing Renewal Eye Cream,150,Vinita,1,25-34,Female,"Hydration, Fine Lines & Wrinkles, Dark Circles and Puffiness","Dry, Combination",1,1, Awful Skin Reaction ," I tried a sample of this eye cream and had an awful skin reaction. Initially, the skin became puffy and red, and the cream burned when I applied it. I've used others that have done this in the beginning, but once my skin got used to it, the reactions went away, so I took a day or two off from the Revive cream and then tried it again. WORSE reaction. The burning feeling upon application continued and all of the skin around my eyes started peeling like it was burned (lower lid, upper lid, and skin between upper lid and brow). I stopped using the cream at that time. I let the peeling go through its process and only used a previously-used non-irritating hydrating cream to help ease the discomfort/dryness (since the dryness was pulling at my lids and making my eyes dry). I thought my skin had finally returned to normal after about a week, but this was not the case. The burned/tight/peeling skin came back for round 2 (about 2.5-3 weeks after stopping usage of the Revive); I am hoping this is the last round of peeling because it's causing me to have dry eyes all the time (I have to use drops constantly), and also making having a professional appearance difficult at school/work. I know this product has seemed to work for many others; however, I would definitely not recommend trying this product based on my experience. ",1,0,12/15/2018
Moisturizing Renewal Eye Cream,150,Qiana B.,5,35-44,Female,"Fine Lines & Wrinkles, Dark Circles and Puffiness",Oily,5,5, Eye concerns are erased , I have been using the Moisturizing Renewal Eye Cream for about two weeks and I am happy with the results already! Amazing product! ,0,0,12/15/2018
Rescue Elixir,285,Wang W.,5,,,,,,, amazing.have bought new one ," Rescue Elixir deluxe sample is just 5ml, but you can use a long time ,a pump is enough to mix with the night cream.after just one night,you will find the skin is looking flawless and glows. i have bought new one.the product is so fantastic! i love it! ",0,0,5/10/2018
Rescue Elixir,285,Patricia T.,5,,,,,,, Transforming my skin ," I've been using this product for about 5 months. I use it under the night cream. I wake up with incredibly smooth, alive looking skin! ",0,0,5/10/2018
Rescue Elixir,285,Karen G.,5,55-64,Female,Firming & Volume Loss,Dry,5,5, Great product , Leaves skin feeling soft and plump. Rejuvenates tired skin! ,0,0,5/10/2018
