ID,URL,TRUE_DOMAIN,RESPONSIVE,HEADER,NAV,LINK_IN,LINK_OUT,EMAIL,SOCIAL,H1,H2,H3,H4,H5,H6,Status
0011K00002VKyGj,https://www.stemhairandbody.com/,True,True,18,5,57,0,0,2,0,4,14,0,0,0,Real
0011K00002VKyFS,https://www.innovatesalonacademy.com/,True,True,12,2,111,0,0,12,1,5,5,0,1,1,Real
0011K00002VKx5C,http://www.entourage-nj.com,True,False,0,0,0,0,0,0,0,0,0,0,0,0,None-Responsive
0011K00002VKve1,http://www.thetraditionalbarber.co/,True,True,2,3,12,0,1,2,2,0,0,0,0,2,Real
0011K00002VKpv0,https://www.greenfieldnailsandspa.com/,True,True,8,1,37,0,0,2,0,5,0,2,1,0,Real
0011K00002VKptx,http://maxwellsbrooklyn.com/,True,True,38,1,40,0,14,2,38,0,0,0,0,38,Real
0011K00002VKptd,https://cleverbarber.com/,True,True,6,1,37,0,0,6,2,0,4,0,0,2,Real
0011K00002U5uqN,https://khinaeyebrows.weebly.com/,True,True,4,0,13,0,0,0,0,4,0,0,0,0,Real
0011K00002U5uq3,https://3deyebrowsnewyork.com/,True,True,8,1,33,0,1,2,4,2,2,0,0,4,Real
0011K00002U5upt,https://eyebrowsbydonnatong.com/,True,True,8,3,46,0,0,3,3,2,2,1,0,3,Real
0011K00002U5upj,https://bellanailsmt.com/,True,True,25,1,54,0,1,2,1,24,0,0,0,1,Real
0011K00002U5upe,http://www.polishmenails.com,,,,,,,,,,,,,,,
0011K00002U5uoC,http://www.melainaulinohair.com/,True,False,1,0,12,0,0,4,1,0,0,0,0,1,None-Responsive
0011K00002PG7VH,https://www.beautiologysalon.com/,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002PG7VC,http://rootzhairsalon.com/,True,False,0,0,23,0,0,6,0,0,0,0,0,0,None-Responsive
0011K00002PG7TQ,https://www.trenzbeautyacademy.com/,True,True,22,1,77,0,3,0,0,3,18,1,0,0,Real
0011K00002U5l9n,http://montanamanshops.com/,False,True,1,9,45,0,0,2,0,1,0,0,0,0,Filler Page
0011K00002U5Nqn,https://www.theviploungebarbershop.com/,True,True,1,3,13,0,0,6,0,1,0,0,0,0,Real
0011K00002U5Now,https://vintagebarbercompany.com/,True,True,8,2,32,0,0,4,6,1,0,0,1,6,Real
0011K00002U5NnA,http://ghqgrooming4men.com,False,True,4,0,25,0,0,2,4,0,0,0,0,4,Filler Page
0011K00002U5NjY,https://1millioncuts.com/,True,True,17,2,11,0,0,6,1,4,1,11,0,1,Real
0011K00002U5NjX,http://www.otbcollege.com/,True,True,9,4,34,0,0,0,2,6,1,0,0,2,Real
0011K00002U5NNR,https://www.umaranails.us/,True,True,12,1,24,0,0,2,0,12,0,0,0,0,Real
0011K00002U4ouw,https://paisleyandstripe.com/,True,True,11,2,33,0,0,0,1,2,1,3,4,1,Real
0011K00002U4ov5,http://www.baldwinbeautyschools.com,True,True,25,1,52,0,0,1,0,6,8,11,0,0,Real
0011K00002U4ouv,https://www.somerssalon.com/,True,True,3,3,12,0,0,0,0,3,0,0,0,0,Real
0011K00002U4oul,https://primandposhnola.com/,True,True,11,1,28,0,1,0,1,3,7,0,0,1,Real
0011K00002U4ouW,http://visagesalonsm.com/,,,,,,,,,,,,,,,
0011K00002U4ouR,https://www.landrsalon.com/,True,True,7,1,7,0,0,1,3,1,0,1,1,3,Real
0011K00002U4ouM,https://www.inailplus.com/,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002U4ou7,https://www.byebyehairbrazilianwax.com/,True,True,12,1,46,0,0,2,2,10,0,0,0,2,Real
0011K00002U4osG,https://www.styleseat.com/m/v/deesbrowtique,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002U4osB,https://www.babydollluxurylashes.com/,,,,,,,,,,,,,,,
0011K00002U4os6,http://www.divathreading.com/,True,True,1,0,1,0,0,0,1,0,0,0,0,1,Filler Page
0011K00002U4orr,http://gracelinmakeup.com/,True,False,0,0,3,0,0,0,0,0,0,0,0,0,None-Responsive
0011K00002U4orc,http://divinethreadingstudio.com,True,True,0,0,1,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002U4mwn,https://threading-by-aneta.com/,True,True,80,3,113,0,0,12,0,20,4,36,20,0,Real
0011K00002U4mng,http://www.foxynails.net/locations--contact-us.html,True,False,1,0,12,0,0,1,0,1,0,0,0,0,None-Responsive
0011K00002U4mlQ,https://beauibrowz.com/,True,True,23,6,83,0,0,4,0,19,4,0,0,0,Real
0011K00002U4mN9,https://braziliantsugaring.com/,True,True,12,2,44,0,0,0,2,2,2,6,0,2,Real
0011K00002U4mMp,https://www.velvetwaxandsugaring.com/,,,,,,,,,,,,,,,
0011K00002U4mMO,https://varonco.com/,True,True,18,1,46,0,0,6,0,6,3,1,8,0,Real
0011K00002U4mLu,https://www.tyalexandersalon.com/,True,True,31,2,57,0,0,5,1,13,17,0,0,1,Real
0011K00002U4mLk,http://hellersbarbers.com/,True,True,1,1,17,0,0,2,1,0,0,0,0,1,Real
0011K00002U4mLa,https://cantoncornerbarbershop.com/#ourhistory,True,True,33,0,18,0,1,2,1,5,15,12,0,1,Real
0011K00002U4mLV,https://voguelashesandspa.com/,True,True,9,1,106,0,0,5,0,5,1,3,0,0,Real
0011K00002U4mLL,https://mijibeauty.com/,True,True,10,0,8,0,0,0,1,4,2,3,0,1,Real
0011K00002U4mLG,https://henleysmensgrooming.com/,True,True,10,2,37,0,0,3,0,10,0,0,0,0,Real
0011K00002U4mLB,https://www.luminesalon.com,True,True,10,4,53,0,0,11,5,2,1,2,0,5,Real
0011K00002U4mKw,https://bonnieandclydebarbershop.com/,True,True,24,1,50,0,0,1,1,14,6,3,0,1,Real
0011K00002U4mKm,https://www.saloninstitute.edu/,True,True,17,2,77,0,0,9,1,1,8,0,7,1,Real
0011K00002U4mKS,https://stylehousenola.com/,True,True,25,1,26,0,0,1,1,4,2,11,7,1,Real
0011K00002U4mIW,https://studiokaysalon.com/,True,True,14,1,57,0,1,34,1,4,5,4,0,1,Real
0011K00002U4mIR,https://www.topofthelinebarber.com/,True,True,2,2,11,0,0,0,0,2,0,0,0,0,Real
0011K00002U4mIH,http://www.2dye4hairsalons.com/,True,True,15,2,27,0,0,0,0,7,5,3,0,0,Real
0011K00002U4gVB,http://www.southernbarbering.com/,True,True,19,6,31,0,0,4,1,5,13,0,0,1,Real
0011K00002U4gV6,https://www.executivemensgrooming.com/,True,True,34,1,39,0,0,4,6,3,12,13,0,6,Real
0011K00002U4gV1,https://www.designercollege.net/,True,True,45,3,25,0,0,3,6,10,29,0,0,6,Real
0011K00002U4Qnk,https://delacruzdarcee3.wixsite.com/revival-salon---spa,True,True,6,1,12,0,0,2,1,1,4,0,0,1,Real
0011K00002U4Pkk,https://www.bootleggedbarberco.com/,True,True,6,1,70,0,1,2,2,4,0,0,0,2,Real
0011K00002U4PkW,http://www.cutmanbarbershop.com/,True,True,1,4,16,0,1,2,1,0,0,0,0,1,Real
0011K00002U4PWt,https://www.jswthestylelounge.com/,True,True,33,1,37,0,0,6,16,4,0,0,6,16,Real
0011K00002U4PWA,http://www.browhouse.com,True,True,7,1,31,0,2,9,4,2,1,0,0,4,Real
0011K00002U4Lso,http://www.theglowlounge.com,True,True,15,1,61,0,0,5,1,13,0,1,0,1,Real
0011K00002U4JTo,https://www.chapsandco.com/ae/,True,True,30,4,96,0,0,4,1,17,12,0,0,1,Real
0011K00002U4JG1,https://solbarberandinkacademy.com/courses,,,,,,,,,,,,,,,
0011K00002U4JFm,https://www.orlandosalon-spa.com/,True,True,22,2,31,0,0,3,0,6,7,0,2,0,Real
0011K00002U49uZ,http://www.bolavishspa.com/,True,True,3,1,16,0,0,2,0,3,0,0,0,0,Real
0011K00002U49sO,https://vixencollection.com/,True,True,22,0,744,0,0,6,1,21,0,0,0,1,Real
0011K00002U49So,http://Divinebeauty.us,False,True,14,4,45,0,1,4,3,5,4,2,0,3,Filler Page
0011K00002U498b,https://sparklesbeautybars.com/,True,True,1,0,77,0,0,27,0,0,1,0,0,0,Real
0011K00002U46Sv,http://www.signaturenailsmiami.com,True,True,20,4,22,0,0,2,11,1,8,0,0,11,Real
0011K00002U46Qz,https://salontainy.com/,True,True,14,1,30,0,0,4,1,1,8,4,0,1,Real
0011K00002U46PI,https://www.aaronemanuel.com/,True,True,13,0,41,0,0,6,1,0,7,4,1,1,Real
0011K00002U42BJ,https://palomablushrooms.com/locations/,,,,,,,,,,,,,,,
0011K00002U3k1p,http://www.venushlsalon.com,True,True,6,2,18,0,1,4,2,0,1,3,0,2,Real
0011K00002U3jyR,https://mayasalonnyc2.infinet-digital-designs.com/,True,True,26,2,89,0,2,6,1,14,2,4,2,1,Real
0011K00002U3iHD,https://www.thevaultsalon.com/,True,True,18,3,33,0,2,4,0,6,5,4,1,0,Real
0011K00002U3h2v,https://www.hairmodeny.com/,True,True,5,6,28,0,0,2,1,2,2,0,0,1,Real
0011K00002U3h27,https://celinaskinandnailcare.com/,True,True,3,2,76,0,0,0,0,1,1,1,0,0,Real
0011K00002U3h0p,https://www.sloanestevenssalon.com/,True,True,8,5,41,0,0,0,7,0,1,0,0,7,Real
0011K00002U3gzH,https://www.salon6one7.com/,True,True,1,1,7,0,1,2,1,0,0,0,0,1,Real
0011K00002U3e4o,https://www.northshorebarbershop.com/,True,True,5,0,5,0,0,0,2,0,1,2,0,2,Real
0011K00002VMBjX,https://www.misanosalon.com/,True,True,2,2,22,0,2,2,0,2,0,0,0,0,Real
0011K00002U3dtk,https://www.femmebeautylounge.com/,True,True,10,2,51,0,3,13,1,5,3,1,0,1,Real
0011K00002U3dt6,https://www.andreashogue.com,True,False,0,0,23,0,0,4,0,0,0,0,0,0,None-Responsive
0011K00002U3dsr,https://www.amicissalon.com/,True,True,0,0,12,0,0,0,0,0,0,0,0,0,Real
0011K00002U3dns,https://www.igkhair.com/,True,True,43,1,161,0,0,1,43,0,0,0,0,43,Real
0011K00002U3dnO,https://eurotans.com/,True,True,16,0,45,0,0,2,2,14,0,0,0,2,Real
0011K00002U3dn9,https://lotus-nails.com/,True,True,14,1,39,0,0,3,2,5,7,0,0,2,Real
0011K00002U3EUp,http://www.thecurlsuite.com,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002U3EU6,http://salonlabottega.com,True,True,20,1,71,0,2,3,2,0,18,0,0,2,Real
0011K00002U3ETN,https://janebnaturalbeauty.com/,True,False,18,0,173,0,0,7,1,1,15,1,0,1,None-Responsive
0011K00002U3ETI,http://www.michinyc.com/,,,,,,,,,,,,,,,
0011K00002U3ET3,https://kiwasalon.com/,True,True,13,0,19,0,1,1,5,8,0,0,0,5,Real
0011K00002U3ESP,https://www.houseofbeautyhair.com/,True,True,15,1,23,0,1,2,3,6,0,0,0,3,Real
0011K00002U3BnM,http://www.leilaklein.com,True,True,9,3,25,0,0,6,0,1,5,3,0,0,Real
0011K00002U3Bn2,http://lashbellausa.com,True,True,12,0,20,0,0,4,5,7,0,0,0,5,Real
0011K00002U398K,https://www.synergyspasalonandbeautybar.com/,True,True,13,1,9,0,0,2,0,13,0,0,0,0,Real
0011K00002U398I,https://www.nyprospa.com/,True,True,12,1,33,0,1,5,4,6,1,0,1,4,Real
0011K00002U397j,http://passionnailspachicago.com,True,False,3,1,3,0,0,0,2,1,0,0,0,2,None-Responsive
0011K00002U397e,https://bellalashnaperville.com/,True,True,13,2,34,0,0,1,1,2,5,0,5,1,Real
0011K00002U396l,https://www.ziassalon.com/,True,True,6,2,9,0,0,0,1,1,0,0,4,1,Real
0011K00002U3967,https://www.spycehairsalon.com/,True,True,25,1,7,0,1,2,2,23,0,0,0,2,Real
0011K00002U393N,https://shinesalon.net/,True,True,2,2,43,0,0,2,1,1,0,0,0,1,Real
0011K00002U392F,http://www.vsteamluxury.com,True,True,8,1,71,0,0,2,1,1,4,0,2,1,Real
0011K00002U391b,https://georgesfadesalons.com/,True,True,8,0,31,0,0,0,0,4,0,4,0,0,Real
0011K00002U369B,https://chiarasalon.com/,True,True,7,2,9,0,0,4,0,0,0,6,1,0,Real
0011K00002U367e,https://anastasiakim.com/,,,,,,,,,,,,,,,
0011K00002SkQDh,https://madesalonky.com/,False,True,3,2,19,0,1,4,1,2,0,0,0,1,Filler Page
0011K00002SkQDI,https://atomichouseofhair.com/,True,True,30,2,36,0,1,8,1,7,0,22,0,1,Real
0011K00002SkQCZ,https://www.salonmuselouisville.com/,True,True,14,3,32,0,2,4,1,0,10,0,0,1,Real
0011K00002SkQBR,https://www.5starbarbershop.com/,True,True,4,0,18,0,0,4,1,3,0,0,0,1,Real
0011K00002SjqqE,https://www.ursthreading.com/,True,False,8,0,24,0,2,2,0,8,0,0,0,0,None-Responsive
0011K00002SjqUb,http://www.theafterlash.com,True,True,1,1,37,0,0,4,0,0,0,1,0,0,Real
0011K00002SjqU2,https://www.deluxenailsandspa.com/,True,True,10,2,22,0,0,1,3,2,0,0,5,3,Real
0011K00002SjqSu,http://greenwavebodywaxing.com,True,True,87,1,126,0,0,3,1,7,4,75,0,1,Real
0011K00002SjqRc,http://www.nailbarlounge.com/,True,True,6,2,44,0,0,4,0,3,3,0,0,0,Real
0011K00002SjjyE,http://blowoutparlor.com/,True,True,61,0,39,0,2,3,1,36,13,9,2,1,Real
0011K00002Sjjwx,https://www.beautifulloserbarbershop.com/,True,True,14,5,20,0,0,7,1,4,8,1,0,1,Real
0011K00002Sjjw9,https://advancebeautycollege.com/,True,True,0,0,1,0,1,0,0,0,0,0,0,0,Filler Page
0011K00002Sjjvp,https://senseofbeauty.ca/,True,True,24,2,103,0,1,4,3,5,3,0,4,3,Real
0011K00002Sjjvf,https://www.wapasbeautysalon.com/,True,True,12,0,50,0,1,2,0,12,0,0,0,0,Real
0011K00002Sjjtt,https://www.issalon.ca/,True,True,9,1,38,0,4,10,0,6,3,0,0,0,Real
0011K00002SjjtU,http://www.bluehairstudio.com/,True,True,14,4,61,0,0,4,3,4,1,6,0,3,Real
0011K00002SjjrJ,https://www.salon828.com/,True,False,0,0,30,0,0,0,0,0,0,0,0,0,None-Responsive
0011K00002Sjhdn,http://www.whitelotus-salon.com,True,True,25,1,54,0,2,9,0,10,5,6,4,0,Real
0011K00002SjhdE,http://www.refinenailsandspa.com,True,True,1,4,23,0,0,4,0,0,1,0,0,0,Real
0011K00002Sjhcp,https://www.lashgod.ca/,True,True,42,4,157,0,0,9,7,18,17,0,0,7,Real
0011K00002Sjhbw,http://asbeauty.ca/,True,True,6,4,42,0,1,1,5,0,1,0,0,5,Real
0011K00002Sjhbh,http://www.vancouverbrowbar.com/,True,True,14,4,27,0,1,3,8,6,0,0,0,8,Real
0011K00002Sjhaj,https://minicures.ca/,True,True,2,1,12,0,0,2,0,1,0,0,0,0,Real
0011K00002SjhZM,https://jadethreadandwax.ca/,True,True,30,1,48,0,0,10,0,13,14,3,0,0,Real
0011K00002SjaYT,https://www.cocoseattle.com/,True,True,6,1,29,0,4,1,1,5,0,0,0,1,Real
0011K00002SjXhb,https://kamiyahairdressing.ca/,False,True,28,1,45,0,0,3,0,10,11,4,0,0,Filler Page
0011K00002SjXgE,https://www.hairdistrict.ca/,True,True,2,1,15,0,2,5,0,0,1,0,1,0,Real
0011K00002SjXfQ,https://www.skinzbarbershop.com/,True,True,3,1,24,0,0,3,0,0,3,0,0,0,Real
0011K00002SjXem,https://customcutz.ca/,True,True,41,0,147,0,0,64,0,28,9,4,0,0,Real
0011K00002SjXcv,http://www.conradsbarbershop.ca/,True,True,14,1,36,0,1,0,0,4,0,2,0,0,Real
0011K00002SjXcg,https://www.cadmen.ca/,True,True,9,7,198,0,0,13,1,7,1,0,0,1,Real
0011K00002SjXaL,https://latherandsteel.ca/,True,True,8,1,39,0,2,1,1,5,2,0,0,1,Real
0011K00002SjJvd,http://smileynailsalon.com/,True,True,2,0,4,0,0,0,1,1,0,0,0,1,Real
0011K00002SjJvT,http://polishednailspa.biz,True,True,5,1,15,0,0,1,0,1,1,3,0,0,Real
0011K00002SjJvI,http://oasisnailsct.com/,True,False,4,6,26,0,3,4,1,0,3,0,0,1,None-Responsive
0011K00002SjHSr,https://www.raydanielsalonandspa.ca/,True,True,6,2,18,0,0,3,6,0,0,0,0,6,Real
0011K00002SjGqT,https://sailorbups.com/,False,True,15,2,33,0,0,5,2,2,4,7,0,2,Filler Page
0011K00002SjGq4,https://www.papillonsalon.net/,True,True,4,1,30,0,0,3,3,0,1,0,0,3,Real
0011K00002SjGoX,http://cumminggabarbershop.com/,True,True,24,2,92,0,0,4,5,7,6,0,0,5,Real
0011K00002SjEAC,https://mipueblitobeautysalon.com/,True,True,15,1,29,0,3,0,0,10,4,1,0,0,Real
0011K00002Sj89a,https://www.eddiesedition.com/,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002Sj89L,http://Blowdrysouthport.Com,True,True,13,2,30,0,0,6,0,10,3,0,0,0,Real
0011K00002Sj1WK,http://www.meilingwest.com/brows/,True,True,6,2,53,0,4,5,6,0,0,0,0,6,Real
0011K00002Sj1CK,https://bungalowhairco.com/,True,True,44,0,40,0,0,0,1,43,0,0,0,1,Real
0011K00002Sj1AV,https://laesteticabeautysalon.com/direcciones,True,True,35,2,30,0,0,5,2,7,0,26,0,2,Real
0011K00002Sirdz,https://heidichristines.com/,True,True,23,1,86,0,2,8,0,4,9,8,2,0,Real
0011K00002Sirdk,https://obadiahsalon.com/,True,True,7,1,122,0,0,0,1,0,5,1,0,1,Real
0011K00002Sirby,https://www.sejonghairsalon.com/,True,True,6,1,15,0,0,1,2,3,0,0,1,2,Real
0011K00002SijsY,https://cjeyelash.com/,True,True,13,1,29,0,3,2,1,4,8,0,0,1,Real
0011K00002SijiY,http://nailstatus.com/,True,True,7,1,8,0,0,0,0,0,6,0,1,0,Real
0011K00002SijiO,http://www.vnspaandnails.com/,,,,,,,,,,,,,,,
0011K00002Siati,http://www.prettyeyebrow.com,True,True,16,1,58,0,0,7,2,1,9,3,1,2,Real
0011K00002SiasB,https://www.museskyn.info/,True,True,9,1,46,0,1,8,0,5,4,0,0,0,Real
0011K00002Siale,https://hotwaxbaltimore.com/,False,True,9,1,30,0,1,4,0,3,1,5,0,0,Filler Page
0011K00002SiaXt,http://www.thebeehivesalonsylvania.com/,True,True,10,5,27,0,0,0,2,3,5,0,0,2,Real
0011K00002SiaUk,https://www.modastudiospdx.com/,True,True,1,7,34,0,2,4,0,0,1,0,0,0,Real
0011K00002SiaU6,http://www.prettygirlsgetwaxed.com,True,True,10,0,81,0,0,3,2,4,0,0,0,2,Real
0011K00002SiaTI,http://www.waxtherapystudios.com,False,True,3,3,22,0,1,3,0,3,0,0,0,0,Filler Page
0011K00002SiaRa,https://www.lashandhairbar.com/,True,True,8,3,20,0,1,2,0,7,0,0,1,0,Real
0011K00002SiaFe,https://www.theglamlifebeautybar.com/,True,True,18,2,52,0,3,4,0,0,6,12,0,0,Real
0011K00002SiaFB,https://www.sbe.com/hotels/sls-hotels/lux-brickell/ciel-spa,False,True,10,6,36,0,0,5,1,5,4,0,0,1,Filler Page
0011K00002SiWgC,https://fadedhaircutsformen.com/,True,True,5,1,27,0,0,2,0,0,4,0,0,0,Real
0011K00002SiWfd,https://www.ricoshair2.com/,True,True,7,1,26,0,0,0,0,0,1,1,3,0,Real
0011K00002SiWdN,https://www.salonlavish.life/,True,True,32,4,31,0,1,7,2,25,3,1,1,2,Real
0011K00002SiRgb,https://www.ashandoaksalon.com/services,True,True,51,2,31,0,0,6,0,50,0,0,1,0,Real
0011K00002SiRfE,http://www.newyorkdominicansalon.com/,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002SiReV,http://splitendzbartlett.com/,True,True,6,2,20,0,0,1,2,1,2,1,0,2,Real
0011K00002SiMA7,http://www.brianbunce.com/,True,False,2,0,4,0,0,0,0,2,0,0,0,0,None-Responsive
0011K00002SiM9d,https://www.theoldbankbarbers.com/,True,True,14,3,21,0,0,2,0,5,5,4,0,0,Real
0011K00002SiM7G,https://kisners.com/,True,True,27,2,28,0,0,5,1,3,2,0,1,1,Real
0011K00002SiFwk,https://www.kloverstudio.com,True,True,1,0,4,0,1,1,1,0,0,0,0,1,Real
0011K00002SiFxv,https://www.annastasias.com/,True,True,6,3,85,0,0,20,0,4,1,1,0,0,Real
0011K00002SiFwi,https://www.1776mensgroomingparlor.com/,True,True,23,4,29,0,0,5,8,6,9,0,0,8,Real
0011K00002SiFun,https://shipwreckbarbershop.resurva.com/,True,True,0,0,11,0,0,2,0,0,0,0,0,0,Real
0011K00002SiFu8,http://www.thealleybarber.com,True,True,6,1,17,0,0,6,1,1,0,2,0,1,Real
0011K00002SiFto,https://www.barberscompanyllc.com/,True,True,12,3,20,0,1,4,2,2,1,2,2,2,Real
0011K00002SiFTZ,http://groomformen.com/,True,True,12,1,30,0,2,3,5,0,3,0,0,5,Real
0011K00002SiFDj,https://www.nailbarnspa.com/,,,,,,,,,,,,,,,
0011K00002Si17j,https://square.site/book/QV8039FDC001D/so-extra-lash-clackamas-or,True,True,63,0,46,0,1,1,0,0,1,1,61,0,Real
0011K00002Si16H,http://www.archandarrowbrows.com,True,True,1,0,3,0,0,2,1,0,0,0,0,1,Real
0011K00002Si15Y,http://revivelashco.com,True,True,29,0,28,0,0,3,3,18,8,0,0,3,Real
0011K00002Si13w,http://stonefreepdx.com,True,True,10,8,75,0,2,10,2,4,4,0,0,2,Real
0011K00002Si0x2,http://www.fbbrows.com,True,True,5,8,64,0,1,9,0,2,3,0,0,0,Real
0011K00002Si0u8,https://newlinead.wixsite.com/superq/contact,True,True,3,1,10,0,0,1,1,1,0,1,0,1,Real
0011K00002Si0ri,https://www.gbar.one/,False,True,31,1,36,0,1,1,5,25,0,0,1,5,Filler Page
0011K00002Si0rE,http://www.lashdesignboutique.com/,True,True,1,1,27,0,1,4,0,1,0,0,0,0,Real
0011K00002Si0r9,https://www.princesslashstudio.com/,True,True,19,2,122,0,0,8,1,12,0,6,0,1,Real
0011K00002Si0qQ,http://diorlashstudio.com,True,True,6,1,20,0,0,2,1,5,0,0,0,1,Real
0011K00002Si0pS,https://www.jannatthreadingsalon.com/,True,True,50,1,52,0,0,5,8,1,0,41,0,8,Real
0011K00002Si0SN,https://studiogabriel.com,True,True,12,1,44,0,1,2,1,9,1,1,0,1,Real
0011K00002Si0S8,http://www.nailbarmke.com/,True,False,0,0,36,0,2,3,0,0,0,0,0,0,None-Responsive
0011K00002ShuSd,https://www.dorsey.edu/wp-content/uploads/2017/03/Final-Dorsey-Service-Menu-3.31.17.pdf,,,,,0,0,0,0,0,0,0,0,0,0,Can not crawl
0011K00002ShrmA,http://happynailssara.com,,,,,,,,,,,,,,,
0011K00002ShreB,http://www.nailbaroftexasbaytown.com,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002ShraO,https://www.kallythreading.com/?fbclid=IwAR1JvBrSNkEkeZhNbqMUl44wdPVR1uMxc9VziBCDpq3k1YQr5om6RlFAURg,,,,,,,,,,,,,,,
0011K00002ShrY8,https://www.tenperfectnailsalons.com/,True,False,3,1,10,0,0,0,0,3,0,0,0,0,None-Responsive
0011K00002Shja3,http://Grapevinesalons.Com,True,True,16,1,41,0,2,6,1,3,0,4,0,1,Real
0011K00002ShjZt,http://www.valentisalon.com/,True,True,17,2,64,0,0,4,0,0,10,6,1,0,Real
0011K00002ShjZo,http://michelelynnhairstyling.com,True,True,7,1,20,0,0,2,2,2,1,2,0,2,Real
0011K00002ShjZ6,http://www.emilyjsalon.com/,True,False,0,0,46,0,1,5,0,0,0,0,0,0,None-Responsive
0011K00002ShjZA,http://lasfinestbarbershop.com,True,True,5,3,10,0,0,0,1,1,3,0,0,1,Real
0011K00002ShjZ5,http://www.ramansalonspa.com/,True,True,4,2,80,0,0,1,1,3,0,0,0,1,Real
0011K00002ShjXO,http://www.expertnailandspa.com,True,True,1,0,17,0,0,1,1,0,0,0,0,1,Real
0011K00002Shhko,https://taylorandrew.com/,True,True,20,3,75,0,1,5,7,3,1,3,6,7,Real
0011K00002Shhpp,http://tonyajonessalon.com/,True,True,3,0,174,0,0,88,0,0,3,0,0,0,Real
0011K00002Shh9i,http://nevasbeauty.com/,True,False,0,0,8,0,0,0,0,0,0,0,0,0,None-Responsive
0011K00002Shh8u,https://bnails.com,True,True,29,1,100,0,0,10,0,6,16,3,4,0,Real
0011K00002Shh7x,https://www.niceonenails.ca/,True,True,10,1,8,0,0,1,0,10,0,0,0,0,Real
0011K00002Shgt1,http://onelashatatimeco.com,True,True,2,0,5,0,0,0,2,0,0,0,0,2,Real
0011K00002Sha51,https://www.luxeloungenw.com/,,,,,,,,,,,,,,,
0011K00002ShY8E,http://www.jennifersnailsalon.com,False,True,5,10,100,0,1,3,0,5,0,0,0,0,Filler Page
0011K00002ShIXb,http://www.fadedfreshbarbershop.com/,True,False,0,0,0,0,0,0,0,0,0,0,0,0,None-Responsive
0011K00002ShIXR,https://www.tigicreativesalon.com/,False,True,18,2,58,0,2,3,0,10,1,4,1,0,Filler Page
0011K00002ShIWs,https://www.durangobarbersalon.com/,True,True,7,1,13,0,0,1,1,1,3,2,0,1,Real
0011K00002ShIWE,https://www.billrose.com/,True,True,0,1,22,0,0,1,0,0,0,0,0,0,Real
0011K00002ShIUD,https://www.pureinheart.net/,True,True,13,2,26,0,1,2,1,12,0,0,0,1,Real
0011K00002ShIU8,https://authenticbrazilianwax.co/,True,True,14,8,85,0,0,4,0,14,0,0,0,0,Real
0011K00002ShIU3,http://www.waxnashville.com/,True,True,17,5,88,0,0,11,4,12,1,0,0,4,Real
0011K00002ShIT0,https://www.emmelashbar.com/,True,True,277,2,27,0,0,1,4,2,110,11,17,4,Real
0011K00002ShISv,https://www.knailsboston.com/,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002ShDcq,https://www.salongerard.com/,True,True,0,8,28,0,2,4,0,0,0,0,0,0,Real
0011K00002ShDbd,https://image-hair.pagevamp.com/index,True,True,2,0,94,0,0,4,0,0,2,0,0,0,Real
0011K00002ShDaV,http://tmrbarbershop.com,False,True,8,1,67,0,0,0,1,4,3,0,0,1,Filler Page
0011K00002ShCBn,https://www.dluxebar.com/,True,True,24,1,16,0,4,6,0,15,4,1,4,0,Real
0011K00002Sh7nj,https://www.thecanvasbarbershop.com/,,,,,,,,,,,,,,,
0011K00002Sh4vQ,https://templeofgroom.net/,False,True,22,4,57,0,0,12,2,8,10,2,0,2,Filler Page
0011K00002Sh4ur,https://www.anfabarbershop.com/,True,True,7,4,31,0,0,3,1,6,0,0,0,1,Real
0011K00002Sh11i,http://www.amynailsspa.com/amyNailsSpa,True,False,0,0,7,0,0,0,0,0,0,0,0,0,None-Responsive
0011K00002Sh11T,https://www.labellenailsboston.com/,True,True,7,2,39,0,2,4,0,7,0,0,0,0,Real
0011K00002Sh11E,https://www.toscanadayspa.com,True,True,19,8,175,0,1,4,1,15,3,0,0,1,Real
0011K00002Sh10l,https://www.battlebornbeauties.com/,True,True,18,2,23,0,0,7,0,11,2,3,1,0,Real
0011K00002Sh10V,https://cutienailsspalasvegas.com/,True,True,19,2,33,0,1,0,1,18,0,0,0,1,Real
0011K00002SgyLH,https://www.besugaredlasvegas.com/,True,True,38,1,36,0,0,3,1,8,20,9,0,1,Real
0011K00002Sgriw,http://www.eliteimagestudio.com/,True,True,11,3,53,0,0,3,1,9,0,1,0,1,Real
0011K00002Sgrir,https://www.beautyatbellissima.com/,True,True,24,2,44,0,0,4,1,20,3,0,0,1,Real
0011K00002SgriD,https://www.capellibabe.com/,True,True,22,1,38,0,0,0,3,2,6,2,6,3,Real
