Name,Stars,Date,Title,Description,Helpful,Not_Helpful
Jason C.,5,2023-03-24,Great Option!,Zilla Bear loves the sugar cone.  Very cute and great option!,0,0
Angel B.,5,2023-03-29,Itty-Bitty Chicky,Nico loves it! I mixed it with his old food and he picked out the itty- bitty chicky! He’s extremely picky so I was very happy!,1,0
Karina L.,5,2023-03-29,Chico’s Itty-Bitty Chicky ,He was unsure at first abou the food but by day 2 he was in love!! Definitely recommending this to all those with a Chihuahua. We’ve already seen a difference on how he’s able to digest it. Other foods caused him to bloat and even sometime throw up. However this food has been amazing for our little Chico. Just another reason we love BARK!! ,2,0
Janis E.,5,2023-03-25,Izzy's new favorite food,Izzy absolutely loves the small breed chicken and brown rice. She almost inhales it!,1,0
Rodney B.,5,2023-03-16,Thank you,"So glad we found Bark food we our snoopy Pomeranian/Chihuahua on the food and he loves it.  The price is amazing we can purchase 3 bags of Bark for the price we paid for one of the brand we used to use. Thank you Bark.
Cooper Burris",2,0
Charlisa McConnell R.,5,2023-03-15,Great name! Dogs go bonkers for it!,Our dogs gobble this up! They cannot get enough!,1,0
Lisa V.,5,2023-04-04,Fantastic!,Amazing! My dogs love the food. Noticeable change in their fur and energy ,0,0
MaKayla J.,5,2023-04-02,Love using this service!,Toby loves the adult chicken and rice meals! Thank you bark for always being on time with shipments!!! ⭐️⭐️⭐️⭐️⭐️,0,0
Kim L.,5,2023-03-25,Only food our pup will eat,Seems our pup will eat this food. We haven’t found a dry food she has liked prior to Bark.,0,0
Ana T.,5,2023-03-24,She loves it!,"Faith absolutely loves her food!! I highly recommended this to all goldendoodle parents, she has a very sensitive stomach and we have not had any issues since she stated this food. So thankful for Bark and their amazing products.",2,0
Sara K.,5,2023-03-23,Picky eater approved!,"I have been searching for a magical unicorn dog food for 2.5 years and finally found it! 2 weeks in a row, eating two meals a day is a record by a long shot. She comes running when the food hits the bowl!",1,0
Taffy B.,5,2023-06-16,Loves it,Both of my pups love this in the evening on their meals ,1,0
Gail F.,5,2023-06-13,Love this,Roxxy loves the topper on her dry food!!,0,1
Melinda P.,5,2023-06-12,Great Find!,"Easy to sprinkle on food, and the dogs love it? When it's meal time and I get out the shaker, they start dancing.",1,0
James L.,5,2023-06-11,great!,My dog seems to really like it.,0,0
Cecilia M.,5,2023-06-10,Liver food topper ,"Another good one. My Ariel loves this stuff.
Thanks 🙏🏻 again",0,0
Christina A.,5,2023-05-15,Worth the money!,"Brigid loves her new food, and I don't worry about it being healthy. I know she's getting everything she needs and nothing extra!",0,0
Erin P.,5,2023-05-10,Food Topper,My dog loves these! It helps with taking his medicine which has been a complete life saver. ,0,0
Craig G.,5,2023-05-09,Pupper approved,My picky doggo loves this food I am so happy no more food fights!,0,0
Sara B.,5,2023-05-08,Great Conversion Food for Puppies,"My puppy needed to start weening off his Puppy Chow, but I was so overwhelmed with all the adult options everywhere. Bark has been such a solid brand that when they sent me an email regarding their new food, I trusted them over all others to provide him a successful transition. He absolutely loves this food and it will be a staple in our home. ",1,0
Megan M.,5,2023-05-08,Pickiest dog,My god loves it. This is the first dog food since we got him that he will actually eat. Which says a lot because he is a lab. 😂,0,0
debra g.,5,2023-03-07,Pumpkin spice topper,Penny loves it!,0,0
Karla L.,5,2023-03-07,Love it ,My dogs absolutely love this stuff!!,0,0
Stacey C.,5,2023-03-06,Good stuff,My dog Carly LOVES the Pumpkin Spice Up Your Life Meal Topper. I love because the ingredients are all natural so I know it is good for her.,0,0
Marina K.,5,2023-03-05,My dogs love this,"Bought 2 of these and usually make frozen treats for my dogs with this, they love it",0,0
Jessica L.,5,2023-03-03,Works Great ,I was afraid she wouldn’t like the favor but I was wrong she loves it and won’t eat her food without this on it!! ,0,0
Kayne T.,5,2023-01-18,"Ruby tested, Ruby approved 4 paws up!!!",Ruby absolutely loves the new food!!!,1,0
Christine A.,4,2023-03-23,Healthy dog food,I have a picky eater and she seems to like this food better than most.,0,0
Chris B.,4,2023-03-22,Puppy Chicken & brown rice,They liked it,0,0
Michelle D.,3,2023-06-26,"Thor, Tiny Bubbles, and Loki","They liked it but didn't love it. However,  they are eating it.  I am switching to the adult food, so hopefully they will enjoy that more.",0,0
Robert F.,3,2023-05-25,My dog care about now,He liked it at first now he dont care about it,0,0
Michael F.,5,2023-03-31,Great Food,my dogs love this food,0,0
Delma S.,5,2023-03-27,Dogs enjoyed it.,Both a 4 year old and 12 year old who have been on the same food forever are enjoying this new food. ,0,0
Steven P.,5,2023-03-27,So far so good,"Lacey loves the food.  We're hoping it helps with 
The typical pit bull skin issues. Time will tell in the mean time nice to know delivery is automatic do we won't run out of food and price will never go up. No longer ordering food from Chewie.  ",2,0
Joycelynn V.,5,2023-03-23,Pup Seafood,"My dog LOVES this food! Within a week his fur/skin is healthier, his poop is heathier, and he eats more regularly without farting up a storm! He has a sensitive stomach and the only good I found that worked for him stop have him pretty bad smelling gas sometimes. Recently he hasn't even been wanting to eat, so I wanted to try a new food to see if we was just bored of eating the same thing every day (who wouldn't be bored of that) and he is back to eating normally again. He even still rafts his old good sometimes so he really was just tired of reading the same thing all the time. ",2,0
Deborah F.,5,2023-03-17,LaChaim Zoe Happy Meal,LaChaim Zoe is satisfied and happy with Kibble  of the Sea for Boxers..I’m glad I have started her to eat this food.  She seems to be doing very well with the food change…We are on board..,0,0
Charlisa McConnell R.,5,2023-03-15,Great name! Dogs go bonkers for it!,Our dogs gobble this up! They cannot get enough!,1,0
Jena K.,5,2023-03-14,Yummy,"Both my dachshunds loved the food. The 6 year old
Is very picky on food but has no issues eating this food!",2,0
pamela H.,5,2023-03-06,itty bitty chicky,"My babies LOVE this food Yorkies, chihuahuas and a Poodle",2,0
Leslie M.,5,2023-03-05,Sammy’s new favorite chow,My 16 yo dachshund loves his new good,2,0
Jessica L.,5,2023-03-03,My doxie loves it,Love the small bite size amount.. easy for her to chew and not have to worry about her choking or coughing food up.,1,0
Sara K.,5,2023-03-23,Picky eater approved!,"I have been searching for a magical unicorn dog food for 2.5 years and finally found it! 2 weeks in a row, eating two meals a day is a record by a long shot. She comes running when the food hits the bowl!",1,0
Kathie B.,5,2023-03-21,Yum!,Annika loves the new food!,0,0
Heidi G.,5,2023-03-18,True Love ,My pup live Bark Food. Her coat and teeth look great! I am a happy Mom! ,0,0
Tim G.,5,2023-03-17,He actually Eats This Food!,"Our GoldenDoodle can be an extremely picky eater when it comes to his dog food. He actually eats it, and when we put some in his dish right from the packaged, he sniffed it and ate an entire bowl right away. He eats this better than many other, more expensive dog foods. ",0,0
Rodney B.,5,2023-03-16,Glad we switched to Bark.,"So glad we found Bark food we have three dogs on the food and they all love.  The price is amazing we can purchase 3 bags of Bark for the price we paid for one of the brand we used to use. Thank you Bark.
Maggie, Sadie, and Lilly Burris",0,0
Cecilia M.,5,2023-06-10,Liver food topper ,"Another good one. My Ariel loves this stuff.
Thanks 🙏🏻 again",0,0
Terri R.,5,2023-06-07,Food topper ,Lennon loved it ,0,0
Erin S.,5,2023-06-03,Yummy,My dogs love it ,1,0
Tim C.,5,2023-05-31,Works amazing!,My pup didn’t care too much for their food until now.. This sprinkle now will be a go to !,0,1
Lauren M.,5,2023-05-31,Game Changer,We are now on a consistent schedule because of this! My dog never used to finish his meals and was always grazing. It can be challenging because he’s not very food driven but this has been beyond helpful. He loves it! ,0,0
Megan M.,5,2023-05-08,Pickiest dog,My god loves it. This is the first dog food since we got him that he will actually eat. Which says a lot because he is a lab. 😂,0,0
Casondra B.,5,2023-05-07,Yummy,My Ellie absolutely loves this food,0,0
Jessica S.,5,2023-05-02,A great treat ,My dogs are loving this new treat,0,0
Kimberly B.,5,2023-05-02,my dog loves these,"My dog does not always eat her food. I have gotten to where I always use toppers.  These are her favorite.  Every time I put these on her food she goes at it, well, until these are gone off the food.  LOL",1,0
Sharon E.,5,2023-04-29,He loved them!!,Bag goes really fast!  He digs through his kibble to eat the chicken poppers. lol ,2,0
Jessica L.,5,2023-03-03,Works Great ,I was afraid she wouldn’t like the favor but I was wrong she loves it and won’t eat her food without this on it!! ,0,0
Debbie R.,5,2023-02-24,Pumpkin Spice,"My 3 Chi's love this stuff, they are picky so this is powdered gold lol",2,0
Tracey S.,5,2023-02-16,Buddy Likes it.,Tried it for something different and Buddy likes it!,0,0
Taffy B.,5,2023-02-13,Loves it,The pups really enjoy it and it actually smells really good too,0,0
Gina L h.,5,2023-02-07,Miss Daisy,She loves it very much,0,0
Robert F.,3,2023-05-25,My dog care about now,He liked it at first now he dont care about it,0,0
Bella S.,3,2023-04-20,Picky pup,Bella is a very picky pup but she wasn’t having this food unless wet food or bone broth was added. I’ve already spoke with a customer service representative and she suggested switching to adult food since Bella is 15 months old now and different flavor cause goldens are known for getting bored with food quickly 😅 hopefully Bella likes turkey flavored food! Bella is one big turkey 🤣,0,0
Carolyn P.,3,2023-03-28,Undetermined ,"He was not interested the 1st couple days but has started to accept it!  We were introducing the new food slowly but still gave pup diarrhea!  We are still giving mixture, has not been 100% transitioned yet",0,0
Catherine C.,3,2023-02-27,Little Buddy Bites,"He does like the food but I don't think it fills him up. He seems to always want to be fed again in a very short time. I know he is growing but I didn't have that with his last type of food. Maybe he is in a growth spurt, will keep trying.",0,0
Kimberly P.,2,2023-05-10,Lucky-Charms not a fan… hopefully she gets use to it? I even bought a topper and still not eating it. ,"I’m not the one eating it… I was hoping she was going to enjoy it.




",0,0
Deborah F.,5,2023-03-17,LaChaim Zoe Happy Meal,LaChaim Zoe is satisfied and happy with Kibble  of the Sea for Boxers..I’m glad I have started her to eat this food.  She seems to be doing very well with the food change…We are on board..,0,0
Ashlee C.,5,2023-03-08,Superb food! ,"Both my dogs absolutely love it! We were feeding Orijen prior but the dogs have had such a beautiful shiny coat and nice skin since changing to Kibble of the Sea. 100% satisfied doggos, 100% satisfied hoomans. ",2,0
Rebecca S.,5,2023-03-01,He loves it,It is also helping with his gas and itchies.  Thank you!,1,0
Kimberly C.,5,2023-02-17,Great product!,Shiloh loves the food! It’s great having it delivered to my house!!!❤️,0,0
Stacye M.,5,2023-02-17,Pitty approved ,My 4 year old pitty mix just drools every time we open his bag. He's coat is super shinny and his skin is less flaky. Absolutely love this food. ,0,0
Jessica L.,5,2023-03-03,My doxie loves it,Love the small bite size amount.. easy for her to chew and not have to worry about her choking or coughing food up.,1,0
LYNNETTE W.,5,2023-03-03,The best dog food ever!!! ,"I have four Chihuahua’s and they are super super super picky eaters! They eat baked chicken, fresh pet and kibble. This is the first time trying the kibble from Bark! I was so nervous to order because they are so picky! Well, they all love love love this!!!! I am so thankful. Because the ingredients are so good. I won’t try another brand again. I was looking for one without wheat and this does not contain it. It’s a win win all around. Absolutely thrilled finding this! Bark has the best dog treats and the only dog toys we will buy. So it made me think to check out the food. Well what do you know, the best dog food also. Bark is absolutely winning! Thank you so much to everyone at this company! A Trillion stars! Oh, & P.S. I’ve never had a bag of dog food seal back so well after opening. It’s like a tight velcro seal. You won’t regret buying this! ",1,0
Kimberly H.,5,2023-02-21,Bambi’s new food ,Bambi really likes his new food thank you! :),0,0
Grettel L.,5,2023-02-21,Food for my dog 💕,I love it!! I have been getting bark eats for a long time! I communicated with someone from the team about the food and they recommended put in a little bit of warm water with the little kibbles  for my dog to add extra flavor. I do that now and my dog loves it.,0,0
Stephenie W.,5,2023-02-20,yum,"Our dog is loving this new food.  We were having trouble getting Snickers to eat, will definitely buy this food again. ",0,0
Rodney B.,5,2023-03-16,Glad we switched to Bark.,"So glad we found Bark food we have three dogs on the food and they all love.  The price is amazing we can purchase 3 bags of Bark for the price we paid for one of the brand we used to use. Thank you Bark.
Maggie, Sadie, and Lilly Burris",0,0
Dora R.,5,2023-03-06,Sky loves it',Sky loves her Germany Shepard special food! ,1,0
Mike N.,5,2023-03-05,favorite recipe,As soon as we open the pantry and jack sees the bag he starts going wild!,1,0
Jennifer P.,5,2023-03-03,Dog food review!,"He loves it! And poops are smaller! More nutritious, less waste!",0,0
Robert K.,5,2023-03-02,Cisco crazy for Chew,"Cisco is very picky about his food,  but he loves Cock-a-Doodle-Chew.. and is excited when we go to fill his bowl.",0,0
Lauren M.,5,2023-05-31,Game Changer,We are now on a consistent schedule because of this! My dog never used to finish his meals and was always grazing. It can be challenging because he’s not very food driven but this has been beyond helpful. He loves it! ,0,0
Ana T.,5,2023-05-30,Love it ,Faith was not interested in eating her new food. I now top it with this and she loves it. Truly recommended and give it two paws 🐾 up from Faith ,0,0
Teresa C.,5,2023-05-28,Picky Dog 🐕,"She did like this, just not on the dog food I purchased.",0,0
LizaJane J.,5,2023-05-26,Meal maker,"My boys love this!! They're quite spoiled and often get a protein added to their already boujee kibble. They devoured this,  thought it was a fluke but every time since it's the same.  Will definitely be buying again.  ",1,0
ALLEN B.,5,2023-05-24,Love this! ,Sabine loves all the toppers! I sprinkle this on and she eats all her food! She’s not a picky eater but just loves the flavor! ,0,0
Sharon E.,5,2023-04-29,He loved them!!,Bag goes really fast!  He digs through his kibble to eat the chicken poppers. lol ,2,0
Elizabeth V.,5,2023-04-21,Popcorn Chicken topper!,"Rocky loved these! He could’ve ate the whole bag if I let him 
Super cute too (not sure if that’s something to say about a dog topper..?) BUT! They look like actual little popcorn chickens! ",3,0
Paula T.,5,2023-04-21,Goodness,My dog Scar gobbled up the snack.  He's a very happy boy.,1,0
Tim C.,5,2023-04-20,Beagle-icious,This topper usually encourages my Beagle to eat her meals whenever a few of these on the kibble.,1,0
Cindy S.,5,2023-04-20,Auggie's New Food,Auggie Doggie likes it a lot. He just had a cracked tooth extracted so no crunchy food for awhile. But before the procedure I added a small amount with his regular food and he dug right in. He will be glad to be back to his regularly scheduled feed.,1,0
Gina L h.,5,2023-02-07,Miss Daisy,She loves it very much,0,0
Steve A.,5,2023-02-07,He likes it!,"Dexter is a finicky eater for a one year old golden. In fact, sometimes it’s a chore just to get him to eat. Tried different foods, different bowls, everything. Then I got this Spice Up Your Life pumpkin in a box , so we tried it. He LOVED it! Hey Mikey! (Kids ask your parents what that means lol) 
So we just subscribed so we never run out again!",3,0
Kian V.,5,2023-02-06,My dog doesn't want her food without it,"So i did a dumb, and used it as a sprinkle on top. My dog doesnt care that's not what it was meant for and requires it on top of her food. she will not eat without it now. we did make some into the way it's supposed to be and froze them. she loves that just the same. sh'es always loved ice cubes but would leave them half finished everywhere. no more half finished ice cubes. ",1,0
Catherine N.,5,2023-02-04,A new must-have,"This is Zoey's new favorite food topper.  She wouldn't usually finish her food before, but now she licks the bowl clean.  This is a total must-have for us now.  If I could buy it by the gallon, I would.  I hope it doesn't get discontinued any time soon - I was worried about it just being a seasonal flavor.",0,0
Sarah F.,5,2023-02-03,Dogs love it ,My dogs love this stuff. It’s easy to mix up and they love it over their food. ,0,0
Kimberly P.,2,2023-05-10,Lucky-Charms not a fan… hopefully she gets use to it? I even bought a topper and still not eating it. ,"I’m not the one eating it… I was hoping she was going to enjoy it.




",0,0
Dasia S.,1,2023-02-19,Not for my pup ,"My dog always eats his food as soon as we allow him to go for his bowl. This kibble will sit in his bowl for hours before he forced himself to eat it. Unfortunately, my pup as no interest in this one. ",0,0
Brynne N.,1,2023-01-18,Odie is not happy with the food,"Unfortunately he did not like the food, even with the topping",0,0
Stacye M.,5,2023-02-17,Pitty approved ,My 4 year old pitty mix just drools every time we open his bag. He's coat is super shinny and his skin is less flaky. Absolutely love this food. ,0,0
Leigh Ann W.,5,2023-02-14,Lucie ,Lucie loves this food!,0,0
Johanne C.,5,2023-02-13,My Picky Dog is in Love,I was afraid the smell was going to be offensive  because it was fish but it wasn't at all and my dog gobbled it up! My sister's dog was over and he did the same with his bowlful!,0,0
Victoriah V.,5,2023-02-12,Sweet smelling?,The minute the box was put on the floor was the exact moment it became an extraction mission for Miss Panda......that was fun she is definitely liking this food alot better then what we were told she loves,0,0
Elaine Y.,5,2023-02-11,Picky eaters,I got it for my pittie. My pittie won't eat it but my chihuahuas will.,0,0
Stephenie W.,5,2023-02-20,yum,"Our dog is loving this new food.  We were having trouble getting Snickers to eat, will definitely buy this food again. ",0,0
Ashley C.,5,2023-02-14,My Meticulous Eater…,"My deer-headed-apple-headed Chi, Prudence, absolutely loved her Itty Bitty Chicky!  I mixed it 25%, and now 50% with her soon to be former food, and from the very first bowl, she ate every single kibble of Itty Bitty Chicky.  She didn’t eat her entire 1/4 cup serving, but funny, she did, very meticulously, pick out and gobble up every single Itty Bitty Chicky kibble, leaving behind a small amount of the Royal Canin.  I’m impressed, she hasn’t seemed to enjoy that much, any of the 4 kibble brands we’ve tried with her.  We’ll see how this one impacts her digestion, but so far so good.  She only seems to have to poo 1 additional time each day, and has been using her scheduled outings to conduct that business.",0,0
Elaine Y.,5,2023-02-11,Picky eaters,My chihuahuas love it,0,0
Kayla W.,5,2023-02-09,Loved it ,I love the ease of it coming in the mail. We get two bags at once and it’s perfect. The bag Velcro’s closed and my dog can’t seem to eat it fast  enough. It is good quality food for less than I was paying at the pet store.,0,0
C.L. J.,5,2023-02-06,Itty Bitty Chicky,Lola Ann likes her new food. The ingredients say it's good for her. And it's nice to be able to get a refill when I need it. Thanks for caring about our babies.,0,0
Robert K.,5,2023-03-02,Cisco crazy for Chew,"Cisco is very picky about his food,  but he loves Cock-a-Doodle-Chew.. and is excited when we go to fill his bowl.",0,0
TRINITY H.,5,2023-02-21,Gypsy likes this ,"Gypsy likes this food. She does like the fish one too, i just got a subscription to it. I may have to make an adjustment to the subscription and possibly the food due to another dog in the house too. But i will probably send a email to customer service in the near future. ",0,0
Linda G.,5,2023-02-21,"So far, so good!","We have a very picky eater and have struggled for years trying to find the right food for her that she will actually eat. So far, she is eating it from a food toy, but I have high hopes that it will become her everyday main food.",0,0
Mary F.,5,2023-02-19,Amazing food ,"I’ve tried it all, prescription, low allergy, etc. Even with Apoquel she had a constant skin itch and sensitive stomach. For the first time in her life, she’s free of symptoms…. Wait for it… and she LOVES the food❤️",0,0
Karla R.,5,2023-02-16,Pepper loves it!,"So far, so good. I'm only at half and half on switching over, but so far my pooch really likes this!",0,0
ALLEN B.,5,2023-05-24,Love this! ,Sabine loves all the toppers! I sprinkle this on and she eats all her food! She’s not a picky eater but just loves the flavor! ,0,0
Jennifer M.,5,2023-05-21,Norm loved it,We got this as a treat to spice up dinner and he loves it!,0,0
Keisha S.,5,2023-05-20,My dog licked the bowl clean ,"He loved it I made him a New York strip steak and out the session it and he ate every bit 
Want to try other flavors ",0,0
anabela T.,5,2023-05-19,life saver,my very picky eater loves this and the shaker bottle has him running,0,0
Joseph T.,5,2023-05-19,Jasper Loved It!!,Awesome!!!! ,0,0
Cindy S.,5,2023-04-20,Auggie's New Food,Auggie Doggie likes it a lot. He just had a cracked tooth extracted so no crunchy food for awhile. But before the procedure I added a small amount with his regular food and he dug right in. He will be glad to be back to his regularly scheduled feed.,1,0
Ashley L.,5,2023-04-17,SO GOOD!!,Olaf loves his chimkin and these popable treats are perfection!! ,1,0
Roseann A.,5,2023-04-17,Picky Easter loves them ,"Great way to keep my (13 1/2 yr) dog interested in eating her food. She’s 10 lbs and I just cut up
Smaller and mixed in with her dog food. She loves the taste!",1,0
Linda W.,5,2023-04-15,Best Little Nuggets for all your LlPuls!,"Not exaggerating when I say that my pups love these delicious morsels of chicken better than actual chicken nuggets!! They smell better and the texture is like tearing into the real thing! This delicious delight has clawed it's way to the top of the list of favorite treats for the puppers in my home, paws down!  Definitely giving Chicken Lickin' Good Pupcorn three enthusiastic paws up - WAY up!!!",0,0
jane f.,5,2023-04-13,dog food,"All three dogs love it, and one is picky.",0,0
Sarah F.,5,2023-02-03,Dogs love it ,My dogs love this stuff. It’s easy to mix up and they love it over their food. ,0,0
Robyn S.,5,2023-02-03,Dachshund approved! ,"My mini dachshund is a level 10 fatty - he eats everything. But I swear I could see his little eyes widen the first time I used this with his kibble dinner. He gets super excited for his dinner meals now! Plus, I may or may not be tempted to take a little taste myself - it smells so good! ",0,0
Erin M.,5,2023-02-03,Dog loves it!,I have a Boxer and he has always been gassy and has soft poop. He loves the taste and def has been farting less and his poop is more firm. Very satisfied with the results. ,1,0
Danielle H.,5,2023-02-03,Can’t get enough ,"My dogs loved this.I mixed it, froze it and they went wild for pumpkin popsicles. I also just poured it over their kibble. Happy dogs! ",0,0
Tabitha S.,5,2023-01-24,Yummy,She absolutely loves it. ,0,0
Elaine Y.,5,2023-02-11,Picky eaters,I got it for my pittie. My pittie won't eat it but my chihuahuas will.,0,0
Ana J M.,5,2023-02-11,Super happy,Alex loves his new food I’m so exited to be part of the Bark family  :),0,0
Margaret G.,5,2023-02-10,My pitties love it!!,"My pitties love this food!  I slowly changed over by mixing their food with the new Kibble of the Sea.  It got so that they would pick out the Bark Food and leave the other :)  Will definitely continue to order for my fur babies.
Margie Gaunt",0,0
Jonathan B.,5,2023-02-09,Great product ,My dogs love this food. ,0,0
Donna T.,5,2023-02-08,Daisy LOVES her foods🐾🥩,"It's amazing!!! Both of my pitties have beautiful, shiny coats!! No more food allergies for Momma's ole gal's 🥰
Thank you so much for food!!! Maybe next time I'll be able to get 2 bags or 1 big bag... 
Pictured: Rosie
Daisy won't be still for a good pic🤣",0,0
C.L. J.,5,2023-02-06,Itty Bitty Chicky,Lola Ann likes her new food. The ingredients say it's good for her. And it's nice to be able to get a refill when I need it. Thanks for caring about our babies.,0,0
Lauren H.,5,2023-02-06,For my mini dachshund ,"So far we are still in the transition between old and new food, but he is loving it! We are super excited for this as he is a picky eater and what he currently eats is VERY hard to find at the store - this takes away the stress all around. And the ingredients being what they are, truly a great choice. Such a good find! ",0,0
Linda R.,5,2023-02-04,Daisy May,Daisy likes this dog food better than any other we have tried.,0,0
Robyn S.,5,2023-02-03,Mini dachshund approved! ,"My little dachshund loves to eat, so naturally he loves this kibble. No issues with transitioning to this new kibble, and they are the perfect small size for his little mouth. (He can eat too fast and choke on pieces that are too large because he INHALES food). I like to use the scatter feed method for him as it helps him eat slower, but I see him trying to eat these kibbles at lighting speed! ",0,0
Angelica T.,5,2023-02-03,My picky pup actually likes it,Edison never wants to eat anything that isn't table scraps. We've tried so many different types of designer dog food made for small dogs and he wanted nothing to do with them. This food is fairly priced a decent size for my tiny dog and he enjoys the food on top of all that. ,0,0
Karla R.,5,2023-02-16,Pepper loves it!,"So far, so good. I'm only at half and half on switching over, but so far my pooch really likes this!",0,0
Tyler M.,5,2023-02-16,Amazing,This food is such an awesome quality and I don’t feel I need to question what is it in it. ,0,0
Jill A.,5,2023-02-14,Yum,Now making this half of Zeta's food.  She's a good eater so guess it's good.,0,0
Tammy G.,5,2023-02-13,Johnnys favorite food,"Our dog loves his food
",0,0
Tina C.,5,2023-02-13,New food,"Nugget loves his new food!!
Thank you ",0,0
Joseph T.,5,2023-05-19,Jasper Loved It!!,Awesome!!!! ,0,0
Beth B.,5,2023-05-17,Love,My girls loved this.  They also loved the moo moo sprinkles.  Love.,0,0
Dana P.,5,2023-05-07,Awesome!,Grootie loves this food topper! She gets so excited when I grab it to shake over her food! ,0,0
Linda P.,5,2023-05-03,He loved it so much he opened it himself!,Remington loved it so much he got the container and chewed the top off and sprinkled it over the gray carpet!!,1,0
Bonnie P.,5,2023-05-03,Dog Food Topper,My pup loves it!,0,0
jane f.,5,2023-04-13,dog food,"All three dogs love it, and one is picky.",0,0
Lisa W.,5,2023-04-12,Popcorn Chicken ,Phoebe loves the popcorn chicken food topper. It also makes a great treat! ,0,0
debby l.,5,2023-04-07,A winner,Willy loves it!,0,0
Kelly H.,5,2023-04-05,Loved treat,My puppy who is very particular loved these treats.,0,0
Melinda B.,5,2023-04-02,Chicken Lickin’ Good Popcorn Dog food topper,I mix it with my puppy dry food and he loves it. I would recommend to buy it your puppy. ,0,0
Tabitha S.,5,2023-01-24,Yummy,She absolutely loves it. ,0,0
Vanessa Z.,5,2023-01-19,Love love love,"I’ve never seen my dog so excited to eat something. I’m usually one of those people that thinks people are seeing emotions that they want to see in their dogs… But, I’m pretty sure my dog was so happy after eating this that she was saying, “Thank you can I have that again tomorrow”. Then, the next day when it was time to eat, she was so excited she could barely contain herself with her pursed flews and bright eyes. After I gave it to her the first couple of times, I was a little worried she wasn’t going to eat her food without it. But then I fed her without the topping and after a short food strike she ate her food.",0,0
Toni B.,5,2023-01-19,Meals,She ate every time I mixed it with her food. I'd like another one if possible.,0,0
Stacey K.,5,2023-01-19,Pumpkin spice,Daisy loves her pumpkin spice treats. They are low calorie and very tasty...I do not use it as a meal topper. I mixed with water and froze in her silicone molds. I dilute more since she is on a diet and she absolutely loves her low cal treats...,0,0
Heather M.,5,2023-01-19,It’s a hit ,All 3 of my dogs go crazy for this!,0,0
Donna T.,5,2023-02-08,Daisy LOVES her foods🐾🥩,"It's amazing!!! Both of my pitties have beautiful, shiny coats!! No more food allergies for Momma's ole gal's 🥰
Thank you so much for food!!! Maybe next time I'll be able to get 2 bags or 1 big bag... 
Pictured: Rosie
Daisy won't be still for a good pic🤣",0,0
Kian V.,5,2023-02-06,Definately the Flavorite,"I started to transition her from old food to new food. she ate around the old food, just going for the new stuff. She is a very picky eater, if we even got a different flavor of the same brand, she didn't want it and would tip over her bowl in protest. NO issues with this one. she didn't even want her old food once she noticed the new food. Thankfully there were no tummy issues because it was a quick shift. she wanted it her way.
the main reason i wanted to switch to this brand was her old food was getting expensive. it went from $45 for 19lbs to $95. i couldn't afford it anymore. I have been using bark box for her treats and toys for almost 3 years now and have not had any issues that were not resolved or explained well. 
my dog fully approves this message and so do i",0,0
Mackenzie J.,5,2023-02-06,Yum,Nugget loved his new food !!!,0,0
Gail M.,5,2023-02-05,Yummy,"Sadie Mae and Lily Rose loved the kibble of the sea.  With full tummies, needed a nap surrounded by a few favorite bark box toys. ",1,0
Erin T.,5,2023-02-05,She’s excited! ,"Our pup, a purebred Aussie, has never gotten excited at meal time until we started her on BARK Kibble of the Sea. Now, her internal food timer is in tune and she absolutely loves her meals. Plus, her coat is looking healthier than ever! ",0,0
Angelica T.,5,2023-02-03,My picky pup actually likes it,Edison never wants to eat anything that isn't table scraps. We've tried so many different types of designer dog food made for small dogs and he wanted nothing to do with them. This food is fairly priced a decent size for my tiny dog and he enjoys the food on top of all that. ,0,0
Craig H.,5,2023-02-03,Great Food!,Our dogs love the Itty Bitty Chicky! The shipping is fast and the customer service is great!,0,0
Hanni B.,5,2023-01-29,My dog loves it!,"Been having a hard time getting my dog to eat her food since she has been a pup (she is 2 now). Since I started introducing her to this food, she’s been gobbling it up. Yay!",0,0
Michelle R.,5,2023-01-23,Pumpkin ,Very good!,0,0
Mary w.,5,2023-01-21,Sammy loves his itty-bitty bites!,It took him a moment to warm up to it but now he eats every last bite. Not a crumb left!,0,0
Tina C.,5,2023-02-13,New food,"Nugget loves his new food!!
Thank you ",0,0
janice K.,5,2023-02-11,our dogs love it!,our big labs love the dog food - ,0,0
donna E.,5,2023-02-11,Nom nom nom,My girl loves this food and I appreciate the option to “dial in” her dietary needs.,0,0
Patricia W.,5,2023-02-04,4 paws up! ,"My doggo seems to really like this food. I've noted that it makes his coat very shiny and that his is 1lb down, which made the vet happy! ",0,0
GHOST R.,5,2023-01-24,Chomping away,We actually have 4 dogs and they are all loving the food. Ghost is the food motivator so he eats very well. Have to get him to stop intimidating his brothers as he kicks them out of the food area at feeding times. He is getting better but he is def our eater lol. Thanks for all the good you are all doing. ❤ ,0,0
Bonnie P.,5,2023-05-03,Dog Food Topper,My pup loves it!,0,0
Jessica S.,5,2023-05-02,My Dogs are Loving this!,My doggies are really enjoying this food topper treat,0,0
Nicole A.,5,2023-04-26,It was a hit!!,Everytime I pop the top they come running!!,1,0
Jessica S.,5,2023-04-18,Just fun! ,I have beagles so they already love all food but this makes them crazy! ,2,1
Barbara C.,5,2023-04-18,Dogs,I added this to their breakfast and they gobbled it right up!,2,0
