Category,Subcategory,Product Name,Link,Name,# Star,Date,Title,Description,# Helpful
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,David & Kimm Cowan,3.0,"March 25, 2021",Not so durable....,"So, our beagle is a destructive little turd. He loves to tear apart anything he can, which is why we looked for more durable toys. Our dog had the rope part torn off and destroyed in one week. And the rest of it within two more weeks. So, all in all.... not so durable, our dog had it destroyed in less than a month. He loved playing with it, so points for that. And when he finally destroyed the toy, he got the spiky rubber ball inside to play with, so points for that too.",
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,nikki_g,5.0,"December 19, 2020",Love bark box toys!,"I’m obsessed with bark box! I love the dog backpack that came with tennis balls almost as much as my dog does. It’s adorable, everyone who has seen him in it laughs and ask what’s in his backpack. I also ordered the subscription of bark box with the toys and treats and it’s amazing!! Such unique toys and very durable as well as creative. Highly recommend for all dogs owners.",2
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,Maggie Olsen,5.0,"August 18, 2021",Big and small dogs loved these toys!,"Not only is the design super cute but my dogs were loving these toys! My 90 lb Lab was able to pull the tails off of the toys fairly quickly, but they still loved playing with them after the tail was gone as well!",
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,Nadine,4.0,"June 26, 2021",My dog loves the parrot,"Having a dog that dislikes every rubber toy that exists, I opted for the parrot. I expected it to last all of 5 minutes. I was pleasantly surprised when discovering it has a rubber kong-like inside with the parrot outside. My dog loves to pull and the red tassels are coming out onto my carpet (deducted a star for that), but it’s still in one piece despite the bottom material being a little torn. He also loves to gnaw on the beak which is some other rubbery material that he actually seems to like. There is crinkly material in the wings, so the whole toy has a variety of sensations for dogs with tassels, wings, tail and a hat for different pulling and chewing options. It’s cute and he loves it a lot more than most toys.",3
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,Amber Warner,5.0,"March 18, 2023",Perfect!,I just got this ball a couple hours ago. My Miley will not leave it alone. 5 star review! Keeps her busy 🙂,
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,Amy,2.0,"July 10, 2023",Didn't stand up,"We wanted to love this toy but unfortunately, it just didn't stand up to our 30 lb. doodle. We only received it this afternoon and she already started getting a piece out of the ""water"" part.",
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,Ann,5.0,"February 5, 2023",Tough toy!!,"Calvin usually takes about 3-5 minutes to destroy a new toy, well not this one! I am happy to report nessie is still completely intact! It has survived an entire three days!",One
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,Schultz,4.0,"September 16, 2022",Beware of sharp edges,"My dog adores this toy, but the sea monster part is hard plastic that becomes sharp. I wouldn’t say my pup is a super aggressive chewer either.",2
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,Jon H,5.0,"November 15, 2022",The best purchase we are for our dog.,"This is so sturdy. We bought it when our pup came home at 12 weeks old. He turns 5 months this week, and this has been his favorite toy. It definitely shows use, but nowhere near as bad as you'd think without as much as it has been played with. Debating buying 10 more Incase they stop making it.",
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,AyoKristen,5.0,"February 27, 2023",Durable!,We have 3 big dogs and this susker survives !! They enjoy the dual texture was especially great for teething,
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,Alejandra,5.0,"January 10, 2023",Literally the best,Idk what it is about this toy but my dog loves it. It'll keep him busy. Very sturdy and he's an aggressive dog chewer. It's been a couple months and he still has it. Try it out!,
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,Morgan Allain,5.0,"November 6, 2022",Replaced after 6 months !,Had this product for 6 months before we needed to replace it. Probably could have gotten a few more months out of it but we didn’t want to risk our dog ingesting small pieces of the toy. Our 1 year old German Shepard puppy got great use out of this toy. She chewed it for hours almost every day. Highly recommend !,3
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,A. Frink,5.0,"March 19, 2021",Winter loves it x 2,Review 2: So happy with iguana I went back and bought the one that looks like a lochness monster. It seems I can’t submit a separate review so editing this one. There monster is hard like the iguana which is still holding up remarkably well. The water part is more rubbery than I expected and didn’t think that would last long. But my Dane is using the rubber part to hold and really work on that monster. Will try to upload pic. She has been making a dent but this thing will last so much longer than other toys we have gone through. Review 1: Iguana Got this for my Dane that chews threw most tough chew toys. So far it’s going very well. She is happy making dents in the tail and I am happily surprised it is lightly scented like toothpaste. It’s surprisingly heavy. And it’s cute. Because of the shape she can hold the body and head with a good grip while she works on the tail.,20
Toys,Plush,"Barkbox 2 in 1 Interactive Plush Dog Toy - Rip and Reveal Dog Toy for Small, Medium, & Large Dogs - Stimulating Squeaky Pet Enrichment and Puppy Toys",https://www.amazon.com/BarkBox-Interactive-Plush-Puzzle-Toys/dp/B08LQTL3ZQ?ref_=ast_sto_dp&th=1,JJ,5.0,"April 27, 2023",Entertaining,"My dog loves this toy and wants to play with it all the time. If I put treats in the box with the toys, she’s entertained for at least twenty minutes",One
Toys,Plush,"Barkbox 2 in 1 Interactive Plush Dog Toy - Rip and Reveal Dog Toy for Small, Medium, & Large Dogs - Stimulating Squeaky Pet Enrichment and Puppy Toys",https://www.amazon.com/BarkBox-Interactive-Plush-Puzzle-Toys/dp/B08LQTL3ZQ?ref_=ast_sto_dp&th=1,Erin R.,5.0,"February 23, 2023",You haven't bought a good dog toy if you haven't bought this,"My three month old pug loves this set, especially the take out box part. You have not known joy in your life until you've had the following experience: imagine you (me) just minding your business, paying some stupid bill online and all the sudden your puppy comes tearing through the room with the rice box over her head like a little cartoon. You cant make it up! I hope you buy this so you can laugh as hard as we do when she wears this",2
Toys,Plush,"Barkbox 2 in 1 Interactive Plush Dog Toy - Rip and Reveal Dog Toy for Small, Medium, & Large Dogs - Stimulating Squeaky Pet Enrichment and Puppy Toys",https://www.amazon.com/BarkBox-Interactive-Plush-Puzzle-Toys/dp/B08LQTL3ZQ?ref_=ast_sto_dp&th=1,DesertDea,5.0,"August 11, 2022","Outside Layers come of quick, but they LOVE it and the ball","I know there is a lot of praise for these toys but wanted to add mine. This is the seventh time I'm ordering Consuela the Cactus over two years. I have 1 and 2 year olds, midsize mixes about 40 lbs. each. The covers lasted some time for my first puppy two years ago, and now they are just corpses to be chewed on and thrown around by the second day. Since there is no fluff, I let them shred and play with the material until the pieces get too small which is a week or two playing chase and tug o' war. The BALLS, these things are indestructible!! I have a pup who likes to shred rubber toys, and she has never gotten a spike off one of these. I have three or four laying around which is great! They bring them to me for fetch or carry them around and gnaw on them to relax. One or two still squeak, but that has no bearing on their fun. I'm absolutely certain the first day or two spines spines ingested with no ill effects. The flower does come off first and ends up being a subject of much ownership debate between them. It's hours and hours and hours of fun for both.",2
Toys,Plush,"Barkbox 2 in 1 Interactive Plush Dog Toy - Rip and Reveal Dog Toy for Small, Medium, & Large Dogs - Stimulating Squeaky Pet Enrichment and Puppy Toys",https://www.amazon.com/BarkBox-Interactive-Plush-Puzzle-Toys/dp/B08LQTL3ZQ?ref_=ast_sto_dp&th=1,Amazon Customer,3.0,"July 1, 2023",Only 1 dumpling,Expected at least 3 according to the photo,
Toys,Plush,"Barkbox 2 in 1 Interactive Plush Dog Toy - Rip and Reveal Dog Toy for Small, Medium, & Large Dogs - Stimulating Squeaky Pet Enrichment and Puppy Toys",https://www.amazon.com/BarkBox-Interactive-Plush-Puzzle-Toys/dp/B08LQTL3ZQ?ref_=ast_sto_dp&th=1,Maxx,3.0,"February 12, 2023",A LOT of hype for marketing!,A lot of thought was put into all the cuteness of the packaging for pup parents however... Our Schweenie and other 12 lb mix deemed it was not fun after they found the little snacks (I put in) the bag after 30 seconds. They did not destroy it but just lost interest even though I squeaked the chips (it was really tough to do). They do like highly crunchy / crinkly sounding toys but had not much of that in it either. Adding thatI DID pull the seams also on the small bread pot.chip &amp; there is NO white stretchy thing that comes out where you can also hide treats and play tug with your dog like in the videos they show. Is it only the small breed chips where you don't get that feature (?) cuz I'm not quite sure why this was so highly rated. I do hope the creators take note of this so they can improve it.. Thank you Amazon for letting us have 30 days to return which unfortunately is extra time for me but will do.,
Toys,Plush,"Barkbox 2 in 1 Interactive Plush Dog Toy - Rip and Reveal Dog Toy for Small, Medium, & Large Dogs - Stimulating Squeaky Pet Enrichment and Puppy Toys",https://www.amazon.com/BarkBox-Interactive-Plush-Puzzle-Toys/dp/B08LQTL3ZQ?ref_=ast_sto_dp&th=1,Preschoolers,3.0,"June 21, 2023",Not durable,My puppy chewed this on the first day. Super cute but not durable for a chewer.,
Toys,Plush,"Barkbox 2 in 1 Interactive Plush Dog Toy - Rip and Reveal Dog Toy for Small, Medium, & Large Dogs - Stimulating Squeaky Pet Enrichment and Puppy Toys",https://www.amazon.com/BarkBox-Interactive-Plush-Puzzle-Toys/dp/B08LQTL3ZQ?ref_=ast_sto_dp&th=1,Kal,5.0,"December 19, 2022",Best dog toy we have found,"We have all been there before. You get your pet a new toy and in a matter of seconds, it's already destroyed... We initially got one of these on a clearance rack for like $5, and like most toys its first layer was gone in minutes... the next layer took a little more time, and its final layer has lasted for months. The squeaker no longer works but the fact that there is still fabric intact protecting the ball is impressive. So, for Christmas we ordered her another one. A little pricier on Amazon, but knowing the core will last forever and our dog still enjoys carrying it around and playing with it, it's worth it.",One
Toys,Plush,"Barkbox 2 in 1 Interactive Plush Dog Toy - Rip and Reveal Dog Toy for Small, Medium, & Large Dogs - Stimulating Squeaky Pet Enrichment and Puppy Toys",https://www.amazon.com/BarkBox-Interactive-Plush-Puzzle-Toys/dp/B08LQTL3ZQ?ref_=ast_sto_dp&th=1,Xandria Rae,5.0,"November 29, 2022",wrong order was fixed,"I have gotten these toys before directly through Barkbox and my dogs have loved them. Only one was dumpling was left so I wanted to replenish by getting another one. Granted, the first one was larger but it had at least 4 dumplings in it. This one had only one dumpling. I couldn’t find a description saying the exact number that would be included but the picture shows two. I still love the product but am really disappointed that the picture was misleading if indeed it was supposed to be only one. Update: as usual, Barkbox does everything they can to make your experience with them better. Once we determined that the wrong item had been sent to me, they sent me the correct one. Outstanding customer service!",One
Toys,Plush,"Barkbox 2 in 1 Interactive Plush Dog Toy - Rip and Reveal Dog Toy for Small, Medium, & Large Dogs - Stimulating Squeaky Pet Enrichment and Puppy Toys",https://www.amazon.com/BarkBox-Interactive-Plush-Puzzle-Toys/dp/B08LQTL3ZQ?ref_=ast_sto_dp&th=1,Amanda L Lundberg,3.0,"March 8, 2023",Destroyed the squeaker and exterior in 4 hrs...,"I'm trying to find a toy that our foster dog who had mouth surgery can use and won't destroy in one sitting. I gave it to him this morning and had to cut the flower off before he got it off so he wouldn't swallow it. The squeaker died somewhere in hour 2, and he had the exterior off by the time we took it away for the day. I'm hoping the interior part will last a little longer! He loves stuffed toys, but rips them up and swallows them. Rubber toys were recommended by his surgeon, so I was hoping this would be a good compromise than a plain Kong. Glad we tried, probably won't buy again for this super chewer. **Update: he got sad Consuela off in 20 minutes and now is working on the blue interior football...",
Toys,Plush,"Barkbox 2 in 1 Interactive Plush Dog Toy - Rip and Reveal Dog Toy for Small, Medium, & Large Dogs - Stimulating Squeaky Pet Enrichment and Puppy Toys",https://www.amazon.com/BarkBox-Interactive-Plush-Puzzle-Toys/dp/B08LQTL3ZQ?ref_=ast_sto_dp&th=1,Amazon Customer,5.0,"March 4, 2023",She slept all night with it!,She came running the second I squeaked it. She wouldn't leave it alone and slept all night with it. She finally got the top layer off in the morning. I'll buy more cuz it's entertaining! No fluff to pick up either. Hours of entertainment!,
Toys,Plush,"Barkbox Squeaky Dog Toys - Plush and Squeak Chew Toys | Puppy and Pet Toys for Small, Medium, and Large Dogs",https://www.amazon.com/Bark-Best-Ever-Dingbert-Dragon/dp/B07B282M2T?ref_=ast_sto_dp&th=1,Cay,5.0,"September 15, 2021",Replacement for my dogs original one,My dog received this in a Barkbox years ago and it was one of her favorites! She would always pull it out of her toy box first. It was getting old and raggedy so I say they had a replacement and got it for her. I can’t say that she holds this new one in the same regard as she still goes to get her old one out but I’m happy knowing she has this one as a backup if the time comes that her original has to be thrown out.,
Toys,Plush,"Barkbox Squeaky Dog Toys - Plush and Squeak Chew Toys | Puppy and Pet Toys for Small, Medium, and Large Dogs",https://www.amazon.com/Bark-Best-Ever-Dingbert-Dragon/dp/B07B282M2T?ref_=ast_sto_dp&th=1,Dana,5.0,"October 17, 2022",Great dog toy,Our doberman has had this toy for several months and it's still going strong!,
Toys,Plush,"Barkbox Squeaky Dog Toys - Plush and Squeak Chew Toys | Puppy and Pet Toys for Small, Medium, and Large Dogs",https://www.amazon.com/Bark-Best-Ever-Dingbert-Dragon/dp/B07B282M2T?ref_=ast_sto_dp&th=1,Mr Consumer,1.0,"June 12, 2023",Absolute rubbish! Did not last 10 minutes with my small / medium puppy,"We ordered this last week. Just picked it up today less than 40 minutes ago. My 6 month old labrador mix puppy has had it for 15 minutes and the supposedly ""tough"" toy, the purple octopus, has already come apart! I had to fish the crinkly plastic out of his throat before he swallowed it! Absolute rubbish and a complete disappointment. Surprising as well since we ordered a Barkbox because his first toy from the place where we adopted him four months ago gave him a small Bark Manta Ray which lasted three months despite daily play.",
Toys,Plush,"Barkbox Squeaky Dog Toys - Plush and Squeak Chew Toys | Puppy and Pet Toys for Small, Medium, and Large Dogs",https://www.amazon.com/Bark-Best-Ever-Dingbert-Dragon/dp/B07B282M2T?ref_=ast_sto_dp&th=1,Amazon Customer,5.0,"April 26, 2022",So far.... not destroyed!!,"My 2 year old Brittany takes pride in quickly and efficiently removing the squeaker (and stuffing) from any stuffed toy ever given to him. He has had his Dragon well over a week and not a sign of ripping or tearing so far. And yes he is enjoying it immensely, carrying it every where he goes.",
Toys,Plush,"Barkbox Squeaky Dog Toys - Plush and Squeak Chew Toys | Puppy and Pet Toys for Small, Medium, and Large Dogs",https://www.amazon.com/Bark-Best-Ever-Dingbert-Dragon/dp/B07B282M2T?ref_=ast_sto_dp&th=1,Natalie Treis,5.0,"January 15, 2022",For bully breeds:,"I have an American Bulldog who goes through toys very quickly. Within the past 2 years, I have bought a total of 5 or 6 of this same exact sloth. Not only it is his favorite (he loves fuzzy toys), the squeaker lasts longer than actual bully breed toys. The claws are always the first to go, but it is definitely durable enough for a bulldog (at least, a little longer than most toys).",One
Toys,Plush,"Barkbox Squeaky Dog Toys - Plush and Squeak Chew Toys | Puppy and Pet Toys for Small, Medium, and Large Dogs",https://www.amazon.com/Bark-Best-Ever-Dingbert-Dragon/dp/B07B282M2T?ref_=ast_sto_dp&th=1,H2O,5.0,"May 10, 2021",Fun Toy for Thrashers!,"My dogs LOVE this toy &amp; the way all it's crinkly legs thrash around when they shake it. When it arrived, it was a little larger than I expected...which is great because my dogs are large (50-90lbs). It became an instant favorite and within a couple of days the octopus was down to 6 legs. I wouldn't rate it high on the durability scale because my crew is having no trouble destroying it, but they're having a lot of fun in the process. There's also a blue spikey ball in the head, for added fun once the legs and fabric covering are all gone.",
Toys,Plush,"Barkbox Squeaky Dog Toys - Plush and Squeak Chew Toys | Puppy and Pet Toys for Small, Medium, and Large Dogs",https://www.amazon.com/Bark-Best-Ever-Dingbert-Dragon/dp/B07B282M2T?ref_=ast_sto_dp&th=1,Kathy Kovach,5.0,"July 15, 2022",Love this toy!,"Our dog loves the toy and plays with it regularly. But the design is so cute, it brings a smile to my face every time I see it. Sturdy, squeaky, crinkly, soft. We just love it.",
Toys,Plush,"Barkbox Squeaky Dog Toys - Plush and Squeak Chew Toys | Puppy and Pet Toys for Small, Medium, and Large Dogs",https://www.amazon.com/Bark-Best-Ever-Dingbert-Dragon/dp/B07B282M2T?ref_=ast_sto_dp&th=1,Lina B,5.0,"January 4, 2022",My super chewer loves it,"I have an Australian Cattle Dog that shreds her toys. I bought this one, just to see how she would do with a non stuffed squeaky toy. It’s been several months since buying it, and it’s still fully intact! She will get by name. “Where’s liberty? Go get her!” And she will dig into her toy box for her. She loves that she can squeak it with her nose and she loves playing fetch with it!",
Toys,Plush,"Barkbox Squeaky Dog Toys - Plush and Squeak Chew Toys | Puppy and Pet Toys for Small, Medium, and Large Dogs",https://www.amazon.com/Bark-Best-Ever-Dingbert-Dragon/dp/B07B282M2T?ref_=ast_sto_dp&th=1,M.Hilton,5.0,"October 2, 2022",Great dog toy!,Like all of bark boxes squeak toys this thing is durable and my dog loves it.,
Toys,Plush,"Barkbox Squeaky Dog Toys - Plush and Squeak Chew Toys | Puppy and Pet Toys for Small, Medium, and Large Dogs",https://www.amazon.com/Bark-Best-Ever-Dingbert-Dragon/dp/B07B282M2T?ref_=ast_sto_dp&th=1,Music&Coffee,5.0,"May 27, 2021",This is Jaspers favorite toy!,"My little man LOVES this toy! After getting his first one, he fell in love and barely looks at other toys. Over the course of many months he ripped the poor sloths face off, destroyed the squeaker, chewed off the claws, and still wouldn't give it up. No matter what other toys are around, this is the one he wants. So much so that I had to buy him a new one so I could discard his old one. This is a primo dog toy. Fur-critters love this.",
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,Lauren,5.0,"January 3, 2021",Funny for Humans & Dogs Love It!,"This toy is so funny and my little dogs (15 &amp; 20 lbs.) love it! It seems to be holding up well against their roughhousing too. The bomb is a little big for their mouths at times, but they love to swing it by the rope. So, all is well with little dogs dropping the f-bomb ;)",
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,Marc Page,5.0,"June 28, 2021",Great Toy,My lab loves this toy. And is still playing with it two months later. Fun to throw. He loves swinging it around by the (wick) while it whacks him in the head. 😂 very well made toy. Even for heavy chewer!,
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,Amazon Customer,4.0,"May 29, 2021",dog like it most of the time,just a dog toy. right texture and easy for mut to grab,
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,Lee Boots,5.0,"February 15, 2021",F bomb,We love Bark toys and have two bark boxes for our babies each month but some times there is a toy that doesn't make it and we come to Amazon for it. This became a quick favorite because our GSD can fetch it and use it for tug.,
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,audrey dulski,4.0,"June 13, 2021",cute balls,dog loved them. she chad them both chewed in 2 days,
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,Pedro Contreras,4.0,"March 3, 2021",It ok,Cute and the pocket idea is nice but it lasted a few hours before it was just scraps,
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,ACyberPoet,5.0,"March 4, 2021",Dogs love it and we get a laugh!,"A great toy that our ""little"" (100lbs and 125lbs) dogs love! It's got a nice sturdy body and a rope they can tug on. Everyone that comes over and sees the dogs playing with it crack up at it too so it's an extra bonus lol",
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,Aaron,4.0,"June 2, 2021",Not bad,I have a lab and this toy lasted about three weeks,
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,loriannern,1.0,"May 30, 2023",Destroyed in half an hour,My 6 pound chihuahua had it in pieces in half an hour. Not well made at all amd cannot withstand chewers. Very disappointed in this product.,
Toys,Plush,"Barkbox Squeaker Ball Toys, Interactive Tennis Balls for Fetch, Training and Exercise, Engaging Plush Toys for Small, Medium, & Large Dogs",https://www.amazon.com/Squeaker-Interactive-Training-Exercise-Engaging/dp/B08FF5H2YK?ref_=ast_sto_dp&th=1&psc=1,Amazon Customer,3.0,"January 4, 2021","Dog loved it, lasted less than 24 hours",Our dog loves getting new toys and usually has them about 1 month before he decides to remove the stuffing and squeaker - if the toy has it. Not this time! The balls were out in no time flat. 2 are still good one is split in half. The rope is out of the toy completely and little by little he's leaving stuffing everywheres!!,
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,Michelle Adele DiMino,5.0,"February 19, 2023",Stronger than a Kong,"My lab mix can destroy anything, except this bark ball. I love it so much oh and so does my dog.",
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,Julie M.,4.0,"April 23, 2021","Dog enjoys it, but it's heavy","My dog enjoys playing with this toy, but it's super heavy for him so he has a hard time carrying it around anywhere. He'll usually lay on the couch and chew on it, so if it falls on the floor I have to pick it up and give it back to him because he has a hard time holding it in his mouth due to the weight. Maybe that will improve with time, since he's only 6 months old. He's about 50 lbs right now, so I would classify him as a medium dog at the moment. If you have a smaller dog, it's most definitely going to be too heavy, so just be aware of that. Otherwise, it's a great toy and my dog enjoys it.",3
Toys,Tough,"Barkbox Tough Dog Toys & Chews for Aggressive Chewers, Durable Rubber & Nylon Super Chewer Treat Dispensing, Balls, & Teething Toys for Small, Medium, & Large Dogs and Puppies",https://www.amazon.com/BarkBox-Textural-Durable-Aggressive-Chewers/dp/B07N8HKFDT?ref_=ast_sto_dp&th=1&psc=1,Erin Jones,5.0,"July 22, 2021",Dogs favorite toy,"Our foster Whippet Dalmatian mix is a destructive chewer! We didn’t have a toy in the house that she hasn’t tried to destroy. We took her on a play date and she found a toy there that she loved so we decided to order her one. This thing is tough. The body is a soft smooth rubber and the head and tail are a very hard plastic. She has chewed on it every day for two months and it’s still going strong. Now for the things I don’t like about it… the little piece she does chew up it are freaking sharp and they get left all over the floor, everything sticks to the chewed up areas like velcro and it’s gross, and practically breaking your foot kicking this dang thing in the dark. She loves this thing though and if it ever dies we would definitely buy her another one.",One
