URL,City,State,ZIPCode,TollFreeNumber,BusinessFax,BusinessWebsiteAddress,PrimaryContact,PrimaryContactJobTitle,PrimaryContactEmail,InstallationLevel,Servicesoffered,YearEstablished,CFESAMembersince,MemberGroup,CFESAGeographicalRegion
https://cfesa.com/directory/thermodyne-foodservice-products-inc/,Fort Wayne,Indiana,46803,N/A,260-428-2580,http://www.tdyne.com,Rob Henry,N/A,N/A,N/A,N/A,N/A,N/A,Manufacturer Company - CFESA Associate Member,N/A
https://cfesa.com/directory/thermalrite-inc/,Plymouth,Minnesota,55446,N/A,763-541-1563,Thermalrite.com,K. E. Kreuscher,N/A,kenk@crowntonka.com,N/A,N/A,N/A,N/A,Manufacturer Company - CFESA Associate Member,N/A
https://cfesa.com/directory/thermal-refrigeration/,St. Charles,Missouri,63301,N/A,636-916-0095,www.thermalrefrigeration.com,Bill Muehling,N/A,bmuehling@thermalrefrigeration.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/the-wichman-company/,Toledo,Ohio,43607,N/A,419-385-0202,wichmancompany.com,Doug Wilhelm,N/A,doug@wichmancompany.com,N/A,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/the-waldinger-corporation/,Kansas City,Missouri,64116,844-788-9224,816-369-9125,http://www.waldinger.com,Scott Hill,Regional Food Service Manager,scott.hill@waldinger.com,Installation Level II,"Electric, Electronic, Gas, Refrigeration, Steam",1906,2018,Service Company - CFESA Voting Member,Region 2
https://cfesa.com/directory/tempchek-mechanical-services/,Lancaster,Pennsylvania,17601,N/A,717-393-1791,https://tempchek.com,Michael Bergstrom,President,mcbergstrom@tempchek.com,Installation Level II,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,2021,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/texas-restaurant-improvement/,Cypress,Texas,77429,N/A,N/A,http://www.hritexas.com,Terry Homsi,Founder,terry@hritexas.com,Installation Level I,"Electric, Electronic, Gas, Refrigeration, Steam",1996,2018,Service Company - CFESA Voting Member,Region 3
https://cfesa.com/directory/tek-express-inc/,Lynbrook,New York,11563,N/A,718-937-1232,http://www.tekexpressny.com,Slava Petatsky,President,liz@tekexpressny.com,Installation Level III,"Electric, Electronic, Gas, Refrigeration, Steam",1979,2015,Service Company - CFESA Voting Member,Region 6
https://cfesa.com/directory/tecnoeka-inc/,Denver,North Carolina,28037,888-626-3521,N/A,http://www.Tecnoeka.com,Ken Albert,Service Manager,ken.albert@tecnoeka.com,N/A,N/A,N/A,N/A,Manufacturer Company - CFESA Associate Member,Region 4
https://cfesa.com/directory/techs-consulting-firm-llc/,Lilburn,N/A,30047,N/A,N/A,https://techsconsultingfirm.com,Joe Horner,Head,N/A,No Installations,N/A,2022,2022,Non-service Company - CFESA Affiliate Member,Region 4
https://cfesa.com/directory/technical-services/,Chesapeake,Virginia,23320,800-660-2824,757-548-5989,https://technicalserviceshvac.com,Russell Dean,Service Manager,russell.dean@technicalserviceshvac.com,N/A,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,2023,Service Company - CFESA Affiliate Service Member,Region 4
https://cfesa.com/directory/tech-24-tucson/,Tucson,Arizona,85705,N/A,520-629-0622,http://www.mytech24.com,Bethany Hay,N/A,bethany.hay@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-san-francisco-bay-area/,Lathrop,California,95330,N/A,N/A,www.mytech24.com,David Tomlinson,N/A,david.tomlinson@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-roanoke-va/,Roanoke,Virginia,24018,N/A,540-375-6550,http://www.mytech24.com,Frank Spetich,N/A,roanoke@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-san-diego/,San Diego,California,92111,N/A,858-751-0399,www.mytech24.com,Art Garcia,N/A,art.garcia@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-richmond-va/,Ashland,Virginia,23005,N/A,804-422-5872,http://www.mytech24.com,April,N/A,richmond@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Certified Company,N/A
https://cfesa.com/directory/tech-24-raleigh-nc/,Raleigh,North Carolina,27609,N/A,N/A,http://www.mytech24.com,Greg Avery,N/A,greg.avery@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-philadelphia/,Feasterville,Pennsylvania,19053,N/A,215-364-7153,http://www.mytech24.com,Lisa Banfill,N/A,lisa.banfill@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-phoenix/,Phoenix,Arizona,85040,N/A,602-232-5862,http://www.mytech24.com,Sheresa Sides,N/A,sheresa.sides@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-ontario-ca/,Ontario,California,91761,N/A,909-390-3132,http://www.mytech24.com,Dieter Kruger,N/A,dieter.kruger@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-orlando/,Orlando,Florida,32811,N/A,407-481-8002,http://www.mytech24.com,Rodger Basnight,N/A,rodger.basnight@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-ohio/,Cincinnati,Ohio,45215,N/A,513-612-6600,www.mytech24.com,Don Adams,N/A,don.adams@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-norfolk-va/,Norfolk,Virginia,23517,N/A,757-216-2246,http://www.mytech24.com,Betty Blankenship,N/A,tidewater@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-new-york/,West Babylon,New York,11704,N/A,888-733-6904,http://www.mytech24.com,Ken Higgins,N/A,ken.higgins@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-louisville/,Louisville,Kentucky,40218,N/A,502-454-5063,www.mytech24.com,Cassie Walker,N/A,cassie.walker@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-las-vegas/,Las Vegas,Nevada,89118,N/A,909-390-3132,http://www.mytech24.com,Sheresa Sides,N/A,sheresa.sides@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-lexington/,Lexington,Kentucky,40505,N/A,859-231-7781,www.mytech24.com,Gary Hubbard,N/A,gary.hubbard@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-houston/,Houston,Texas,77066,N/A,817-354-2206,http://www.mytech24.com,Bart Smith,N/A,bart.smith@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-iowa-nebraska/,Urbandale,Iowa,50322,N/A,515-266-0920,www.mytech24.com,Chris Mills,N/A,chris.mills@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-charlottesville-va/,Charlottesville,Virginia,22902,N/A,434-442-4636,http://www.mytech24.com,Frank Spetich,N/A,charlottesville@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-baltimore-md/,Milford Mill,Maryland,21244,N/A,410-779-9423,http://www.mytech24.com,Wayne Hensley,N/A,baltimore@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-dallas/,Euless,Texas,76040,N/A,817-354-2206,http://www.mytech24.com,James Willard,N/A,james.willard@mytech24.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/tech-24-alexandria/,Alexandria,Virginia,22304,N/A,N/A,http://www.mytech24.com,Rick White,N/A,rick@mytech24.om,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/taylor-freezer-sales-company-inc/,Tampa,Florida,33626,800-881-1991,N/A,N/A,Rob Neelen,Service Manager,rob.neelen@taylorfreezer.net,Installation Level I,"Electric, Electronic, Gas, Refrigeration",N/A,2017,Service Company - CFESA Affiliate Service Member,Region 4
https://cfesa.com/directory/tbf-services/,Colorado Springs,Colorado,80918,N/A,719-3936-9022,N/A,Tom Fowler,President,tom@tbfent.net,Installation Level I,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,2017,Service Company - CFESA Affiliate Service Member,Region 1
https://cfesa.com/directory/taylor-sales-and-service-inc-tssi/,Irondale,Alabama,35210,800-258-2956,205-957-9725,http://www.taylorsalesandservice.com,Jimmy Palmer,President,jimmy@taylorsalesandservice.com,Installation Level II,"Electric, Electronic, Gas, Refrigeration, Steam",1997,2016,Service Company - CFESA Voting Member,Region 4
https://cfesa.com/directory/taylor-gas-company-inc/,Lexington Park,Maryland,20653,855-764-4427,301-862-3884,http://www.taylorgascompany.com,Scott Taylor,Assistant Vice President,scott.taylor@taylorgascompany.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Affiliate Service Member,Region 5
https://cfesa.com/directory/t3-fms-llc/,Gastonia,North Carolina,28052,N/A,980-320-8468,http://www.T-3-FMS.com,Thomas Jackson,Chief Operating Officer,thomas.jackson@t3-fms.com,Installation Level I,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,N/A,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/t-d-refrigeration-inc/,Shreveport,Louisiana,71103,N/A,318-226-1455,www.tdrefrigeration.com,DAVID BUFORD,N/A,TD@TDREFRIGERATION.COM,Installation Level I,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/swift-sensor-inc/,Austin,Texas,78746,866-308-1340,N/A,http://www.swiftsensors.com,Ray Almgren,Chief Marketing Officer,ralmgren@swiftsensors.com,N/A,N/A,N/A,2017,Manufacturer Company - CFESA Associate Member,Region 3
https://cfesa.com/directory/superior-service-corp/,Anaheim,California,92805,N/A,714-502-0236,www.superiorservice.net,Scott Brown,N/A,sbrown@superiorservice.net,N/A,N/A,N/A,N/A,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/superior-mechanical-service/,Fairfield,Connecticut,6824,N/A,203-955-1952,http://www.superior-mech.com,John Short,N/A,lia@superior-mech.com,N/A,N/A,N/A,N/A,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/superior-kitchen-service-inc/,Middleton,Massachusetts,1949,888-539-8317,978-539-8317,http://www.superiorkitchen.com,Brenda Rosa,President,info@superiorkitchen.com,N/A,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,2012,Service Company - CFESA Voting Member,Region 6
https://cfesa.com/directory/sun-coast-sales-service-company/,Hammonton,New Jersey,8037,N/A,609-561-1900,www.suncoastsales.net,Alison Brita,N/A,alison.b@suncoastsales.net,N/A,N/A,N/A,N/A,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/superior-commercial-kitchens/,Bensalem,Pennsylvania,19020,215-244-1313,N/A,N/A,Frank Livolsi,General Manager,frankjrsbss@gmail.com,N/A,N/A,N/A,N/A,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/summit-facility-and-kitchen-service-llc/,Golden Valley,Minnesota,55427,877-210-9361,763-404-6059,http://www.summitcanfixit.com,Kevin Yakes,CEO,kevin@summitcanfixit.com,Installation Level III,"Electric, Electronic, Gas, Refrigeration, Steam",2004,2007,Service Company - CFESA Affiliate Service Member,Region 2
https://cfesa.com/directory/structural-concepts-corp/,Muskegon,Michigan,49441,1-800-433-9489,N/A,https://www.structuralconcepts.com/,Jason Paquette,VP of Engineering,jpaquette@structuralconcepts.com,N/A,N/A,N/A,N/A,Manufacturer Company - CFESA Associate Member,Region 2
https://cfesa.com/directory/stoelting-foodservice/,Keil,Wisconsin,53042,800-558-5807,920-894-7029,http://www.stoeltingfoodservice.com,John Howell,N/A,john.howell@stoelting.com,N/A,N/A,N/A,N/A,Manufacturer Company - CFESA Associate Member,Region 2
https://cfesa.com/directory/stewart-county-board-of-education/,Dover,Tennessee,37058,N/A,N/A,N/A,Shawn Foran,Food Service Maintenance Technician,shawnforan@stewartcountyschools.org,N/A,N/A,N/A,N/A,Non-service Company - CFESA Affiliate Member,Region 4
https://cfesa.com/directory/steves-heating-and-cooling/,Coeur d'Alene,Idaho,83814,N/A,N/A,https://www.steveshc.com,Steve Heiss,Owner,steveheiss@steveshc.com,Installation Level III,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,2022,N/A,N/A
https://cfesa.com/directory/sterling-parts-and-service-inc/,Glendale,California,91204,N/A,818-243-4021,www.sterlingrestaurantservices.com,LARRY SUMMERS,N/A,sterlingpartsandservice@gmail.com,Installation Level I,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/statewide-service-inc/,Nitro,West Virginia,25143,800-441-9739,304-755-4001,http://www.statewideparts.com,Mark Sanders Sr,President,msanderssr@statewideparts.com,Installation Level II,"Electric, Electronic, Gas, Refrigeration, Steam",1982,1994,Service Company - CFESA Voting Member,Region 5
https://cfesa.com/directory/statewide-service-inc-4/,Parkersburg,West Virginia,26101,N/A,304-865-0812,http://www.statewideparts.com,Mark Sanders,N/A,service@statewideparts.com,N/A,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/statewide-service-inc-3/,Charleston,West Virginia,25312,N/A,304-344-4925,http://www.statewideparts.com,Dave Lewis,N/A,service@statewideparts.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/specialty-mechanical-services-corp/,"WEEDSPORT, NY",New York,13166,N/A,315-834-6689,N/A,Mark G Kepple,President,specialtymechanical@yahoo.com,Installation Level II,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,N/A,Service Company - CFESA Affiliate Service Member,Region 6
https://cfesa.com/directory/statewide-service-inc-2/,Beckley,West Virginia,25801,N/A,304-256-3072,http://www.statewideparts.com,Mark Sanders,N/A,swsbeckley@statewideparts.com,Installation Level II,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/star-international-holdings-inc/,St. Louis,Missouri,63143,N/A,314-781-2114,http://www.star-mfg.com,Dennis Nevois,N/A,DNevois@star-mfg.com,N/A,N/A,N/A,N/A,Manufacturer Company - CFESA Associate Member,N/A
https://cfesa.com/directory/star-food-service-equipment-repair-2/,Cedar Rapids,Iowa,52404,800-594-9434,319-364-1788,https://starfoodequipment.com/,Chris Gansen,General Manager,Chris@starfoodequip.com,Installation Level II,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,2021,Service Company - CFESA Affiliate Service Member,Region 2
https://cfesa.com/directory/ssi-services/,Tampa,Florida,33619,N/A,N/A,http://www.ssiservices.com,John Seppy,President,john@ssiservices.com,Installation Level III,"Electric, Gas, Refrigeration, Steam",N/A,2017,Service Company - CFESA Affiliate Service Member,Region 4
https://cfesa.com/directory/springbrook-appliance-llc/,Manassas,Virginia,20112,N/A,N/A,https://springbrookappliance.com/,Jameson Willoughby,Owner,springbrookappliance@gmail.com,N/A,N/A,N/A,2021,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/spark-tech-service-llc/,Brooklyn,New York,11210,800-218-0296,800-218-0296,http://www.sparktechservice.com,Israel Rimpler,Owner,israel@sparktechservice.com,Installation Level III,"Electric, Electronic, Gas, Steam",2017,2018,Service Company - CFESA Voting Member,Region 6
https://cfesa.com/directory/stackpole-food-service-repair/,Statesboro,Georgia,30458,N/A,N/A,www.stackpolefoodservice.com,Daniel Stackpole,N/A,daniel@stackpolefoodservice.com,N/A,N/A,N/A,N/A,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/spaceman-usa/,Loveland,Colorado,80538,N/A,N/A,http://www.spacemanusa.com/,Tyler Hawker,COO,thawker@spacemanusa.com,N/A,"Electric, Electronic, Refrigeration",2011,2014,Manufacturer Company - CFESA Associate Member,Region 1
https://cfesa.com/directory/southbend/,Fuquay Varina,North Carolina,27526,N/A,919-552-9798,http://www.southbendnc.com,Rob Taylor,N/A,rtaylor@southbendnc.com,N/A,N/A,N/A,N/A,Manufacturer Company - CFESA Associate Member,N/A
https://cfesa.com/directory/southside-market/,Elgin,Texas,78621,512-285-6833,111-111-1111,https://southsidemarket.com,Jay Andruk,Director of Facilities,jandruk@southsidemarket.com,N/A,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,2022,Non-service Company - CFESA Affiliate Member,N/A
https://cfesa.com/directory/solution-tek-corp/,Clifton,New Jersey,7011,201-299-3748,N/A,N/A,Jesus Nuzez,Owner,solutiontekny@gmail.com,N/A,N/A,N/A,N/A,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/smart-care-equipment-solutions-tampa-fl/,Tampa,Florida,33619,N/A,N/A,http://www.partsxpress.smartcaresolutions.com,N/A,N/A,partsxpress@smartcaresolutions.com,N/A,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/smart-care-equipment-solutions-hartford-ct/,Hartford,Connecticut,6114,N/A,N/A,http://www.partsxpress.smartcaresolutions.com,N/A,N/A,partsxpress@smartcaresolutions.com,N/A,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/smart-care-equipment-solutions-minnetonka-mn/,Minnetonka,Minnesota,55305,N/A,N/A,http://www.partsxpress.solutions.com,N/A,N/A,partsxpress@smartcaresolutions.com,N/A,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/smart-care-equipment-solutions-miami-fl/,Miami,Florida,33056,N/A,N/A,http://www.partsxpress.smartcaresolutions.com,N/A,N/A,partsxpress@smartcaresolutions.com,N/A,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/smart-care-equipment-solutions-fort-worth-tx/,Fort Worth,Texas,76117,N/A,800-272-7358,http://www.partsxpress.smartcaresolutions.com,N/A,N/A,partsxpress@smartcaresolutions.com,N/A,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/smart-care-equipment-solutions-nashville-tn/,Nashville,Tennessee,37210,N/A,N/A,http://www.partsxpress.smartcaresolutions.com,N/A,N/A,partsxpress@smartcaresolutions.com,N/A,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/smart-care-equipment-solutions-indianapolis-in/,Indianapolis,Indiana,46226,N/A,N/A,http://www.partsxpress.smartcaresolutions.com,N/A,N/A,partsxpress@smartcaresolutions.com,N/A,N/A,N/A,N/A,Service Company - CFESA Certified Company,N/A
https://cfesa.com/directory/smart-care-equipment-solutions-dallas-tx/,Dallas,Texas,75229,N/A,972-247-6748,http://www.partsxpress.smartcaresolutions.com,N/A,N/A,partsxpress@smartcaresolutions.com,N/A,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/service-titan/,Glendale,California,91203,855-899-0970,855-899-0970,https://servicetitan.com,Amy Reid,Senior Associate,areid@servicetitan.com,N/A,N/A,N/A,N/A,Non-service Company - CFESA Affiliate Member,Region 1
https://cfesa.com/directory/smart-care-equipment-solutions/,St. Paul,Minnesota,55102,N/A,651-250-3171,http://www.smartcaresolutions.com,Robert Harris,N/A,robert.harris@smartcaresolutions.com,Installation Level I,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/service-plus-inc/,Flanders,New Jersey,7836,N/A,973-691-2070,http://www.serviceplususa.com,Mark Wehrenberg,N/A,mark@serviceplususa.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/service-one-inc/,Rutland,Vermont,5701,800-874-1080,802-775-9593,http://www.authorizedapplofvt.com,Gerald Ames,N/A,aasc4@together.net,Installation Level II,"Electric, Electronic, Gas, Steam",N/A,N/A,Service Company - CFESA Certified Company,Region 6
https://cfesa.com/directory/service-my-restaurants/,Columbus,Indiana,47201,N/A,812-375-6198,http://www.servicemyrestaurants.com,John Carr,N/A,jcarr@estep-co.com,N/A,N/A,N/A,N/A,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/service-masters-inc/,West Hempstead,New York,11552,N/A,516-485-0668,http://www.servicemastersinc.com,Vincent J Pavlovsky,Vice President,servicemasters01@aol.com,Installation Level III,"Electric, Electronic, Gas, Steam",N/A,N/A,Service Company - CFESA Voting Member,Region 6
https://cfesa.com/directory/service-mechanical-inc/,Lorton,Virginia,22079,N/A,703-372-1716,N/A,Thomas Sword,N/A,servicemechinc@aol.com,N/A,N/A,N/A,N/A,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/service-engineering-company/,Asheville,North Carolina,28801,N/A,828-253-0849,N/A,Paul Mann,N/A,serveng@bellsouth.net,Installation Level II,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/service-masters-inc-2/,Bohemia,New York,11716,N/A,631-567-3265,www.servicemastersinc.com,Vincent Pavlovsky,N/A,VincentP@servicemastersinc.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/service-in-motion-kingston-ltd/,Kingston,N/A,K7M4H4,N/A,613-384-4590,N/A,Leonard,N/A,service@simkingston.ca,Installation Level II,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/service-1st/,Santa Ana,California,92705,N/A,714-573-2297,http://www.service-1st.com,Alfred Molina,General Manager,amolina@service-1st.com,Installation Level III,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,2015,Service Company - CFESA Affiliate Service Member,Region 1
https://cfesa.com/directory/serv-ware-products/,Kinston,North Carolina,28504,800-976-1299,800-976-1299,http://www.servware.com,Harvey Thompson,General Manager,harvey@servware.com,N/A,N/A,N/A,N/A,Manufacturer Company - CFESA Associate Member,N/A
https://cfesa.com/directory/serv-quip-equipment-service/,London,N/A,N5V3N5,N/A,519-453-0266,N/A,Tim Sorton,N/A,servquip@alliedcoffee.com,N/A,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/sergtec-corp/,Bronx,New York,10454,N/A,718-585-5526,www.sergtec.com,Sergio Herrera,N/A,sergtec@gmail.com,N/A,N/A,N/A,N/A,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/sertec-llc/,Alexandria,Virginia,22310,N/A,703-229-6420,http://www.sertecllc.com,Mario Rojas,N/A,sertec@sertecllc.com,N/A,N/A,N/A,N/A,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/scotsman-ice-systems/,Vernon Hills,Illinois,60061,N/A,N/A,www.scotsman-ice.com,Tom Van Der Bosch,N/A,tom.vanderbosch@scotsman-ice.com,N/A,N/A,N/A,N/A,Manufacturer Company - CFESA Associate Member,N/A
https://cfesa.com/directory/schagrin-gas/,Georgetown,Delaware,19947,800-341-4022,N/A,http://schagringas.com,Jeremy Locklear,N/A,rjlocklear@schagringas.com,N/A,N/A,N/A,2017,Service Company - CFESA Affiliate Service Member,Region 5
https://cfesa.com/directory/samco-facilities-maintenance/,Livonia,Michigan,48150,N/A,734-838-6305,www.samcofm.com,Sam Saad,N/A,davids@samcofm.com,Installation Level II,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/santa-fe-trading-co-agape-artisan/,Ceres,California,95307,N/A,N/A,N/A,Sergio Magana,N/A,office@fastcofamily.com,N/A,Electric,N/A,N/A,Non-service Company - CFESA Affiliate Member,Region 1
https://cfesa.com/directory/s-p-alliance/,Upper Sandusky,Ohio,3357,N/A,N/A,http://www.s-p-alliance.com/,Bob Papp,N/A,service@s-p-alliance.com,Installation Level III,N/A,N/A,N/A,Service Company - CFESA Voting Member,N/A
https://cfesa.com/directory/sam-service-inc/,Albany,Georgia,31701,855-439-0450,229-439-0041,http://www.samserviceinc.com/,SAM Dispatch Team,N/A,dispatch@samserviceinc.com,Installation Level III,"Electric, Electronic, Gas, Refrigeration, Steam",2010,2011,Service Company - CFESA Certified Company,Region 4
https://cfesa.com/directory/ss-equipment-service-inc/,Worcester,Massachusetts,1604,5087561146,5087995585,http://www.ssfixit.com,Andrew Simmarano,Service Manager/Lead Field Engineer,service@ssfixit.com,Installation Level II,"Electric, Electronic, Gas, Steam",N/A,N/A,Service Company - CFESA Affiliate Service Member,Region 6
https://cfesa.com/directory/russells-service-company/,Leesburg,Georgia,31763,N/A,229-436-1213,http://russellsvc.com,Jonathan Russell,N/A,russellsvc@gmail.com,Installation Level III,"Electric, Electronic, Gas, Refrigeration, Steam",1996,2015,Service Company - CFESA Voting Member,Region 4
https://cfesa.com/directory/rr-appliance-services/,Hialeah,Florida,33016,866-254-8474,866-779-7324,http://RRApplianceservices.com,Richard Zilka,President,repairbyrr@gmail.com,N/A,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,N/A,Service Company - CFESA Affiliate Service Member,Region 4
https://cfesa.com/directory/rsi-refrigerated-specialist-inc/,Mesquite,Texas,75150,888-866-9276,972-331-2276,http://www.rsidfw.com,Scott Hester,COO,shester@rsidfw.com,Installation Level III,"Electric, Electronic, Gas, Refrigeration, Steam",1978,1994,Service Company - CFESA Certified Company,Region 3
https://cfesa.com/directory/rox-services/,Beaverton,Oregon,97008,N/A,N/A,https://www.roxservices.com,Roxane Yoga,Manager,roxservicesllc@gmail.com,Installation Level II,"Electric, Electronic, Gas, Refrigeration, Steam",2018,2019,Service Company - CFESA Voting Member,Region 1
https://cfesa.com/directory/roopairs/,Pleasanton,California,94588,N/A,N/A,https://roopairs.com,David,CPO,david@roopairs.com,No Installations,N/A,N/A,N/A,Non-service Company - CFESA Affiliate Member,N/A
https://cfesa.com/directory/rjh-air-conditioning-refrigeration-service-llc/,Beltsville,Maryland,20705,888-937-9080,301-776-7274,http://www.rjhhvacr.com,Rick Kirk,Director of Operations,rick@rjhhvacr.com,N/A,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,2016,Service Company - CFESA Affiliate Service Member,Region 5
https://cfesa.com/directory/rocketfarm-restaurants/,Atlanta,Georgia,30318,N/A,N/A,https://www.rocketfarmrestaurants.com/,Elishua Mitchell,N/A,Emitchell@rocketfarmrestaurants.com,N/A,N/A,N/A,N/A,Non-service Company - CFESA Affiliate Member,N/A
https://cfesa.com/directory/robot-coupe-usa-inc/,Ridgeland,Mississippi,39157,N/A,601-898-9134,http://www.robotcoupeusa.com,Tim Magandy,National Service Manager,tim@robotcoupeusa.com,N/A,N/A,1974,1983,Manufacturer Company - CFESA Associate Member,Region 4
https://cfesa.com/directory/rizon-inc/,Fort Mill,South Carolina,29708,866-789-6229,N/A,https://rizoninc.com/,Mathew Richey,Owner,customerservice@rizoninc.com,Installation Level II,"Electric, Electronic, Gas, Refrigeration, Steam",N/A,2021,Service Company - CFESA Affiliate Service Member,N/A
https://cfesa.com/directory/revent-inc/,Piscataway,New Jersey,8854,N/A,732-777-1154,http://www.revent.com,Tom Schiller,N/A,tom@revent.com,N/A,N/A,N/A,N/A,Manufacturer Company - CFESA Associate Member,N/A
